FeatureCode,DateCode,Measurement,Units,Value,Cancer Type,Gender
S12000014,2003,Count,Cases,98,Colorectal Cancer,All
S12000014,1999,Count,Cases,394,Malignant Neoplasms,Female
S12000014,1998,Count,Cases,391,Malignant Neoplasms,Female
S12000014,2008,Count,Cases,123,Colorectal Cancer,All
S12000014,2015,Count,Cases,96,Colorectal Cancer,All
S12000014,2017,Count,Cases,502,Malignant Neoplasms,Male
S12000014,2011,Count,Cases,424,Malignant Neoplasms,Female
S12000014,2011,Count,Cases,403,Malignant Neoplasms,Male
S12000014,2011,Count,Cases,827,Malignant Neoplasms,All
S12000014,2014,Count,Cases,842,Malignant Neoplasms,All
S12000014,2010,Count,Cases,882,Malignant Neoplasms,All
S12000014,2009,Count,Cases,890,Malignant Neoplasms,All
S12000014,2010,Count,Cases,478,Malignant Neoplasms,Female
S12000014,2013,Count,Cases,459,Malignant Neoplasms,Female
S12000014,2014,Count,Cases,418,Malignant Neoplasms,Male
S12000014,2014,Count,Cases,424,Malignant Neoplasms,Female
S12000014,2007,Count,Cases,822,Malignant Neoplasms,All
S12000014,2013,Count,Cases,413,Malignant Neoplasms,Male
S12000014,2012,Count,Cases,888,Malignant Neoplasms,All
S12000014,2012,Count,Cases,495,Malignant Neoplasms,Female
S12000014,2010,Count,Cases,404,Malignant Neoplasms,Male
S12000014,2005,Count,Cases,753,Malignant Neoplasms,All
S12000014,2002,Count,Cases,407,Malignant Neoplasms,Male
S12000014,1998,Count,Cases,329,Malignant Neoplasms,Male
S12000014,2004,Count,Cases,386,Malignant Neoplasms,Male
S12000014,2010,Count,Cases,174,Breast Cancer,Female
S12000014,1997,Count,Cases,70,Breast Cancer,Female
S12000014,2008,Count,Cases,803,Malignant Neoplasms,All
S12000014,2014,Count,Cases,104,Breast Cancer,Female
S12000014,2017,Count,Cases,959,Malignant Neoplasms,All
S12000014,2006,Count,Cases,818,Malignant Neoplasms,All
S12000014,2017,Count,Cases,457,Malignant Neoplasms,Female
S12000014,2013,Count,Cases,872,Malignant Neoplasms,All
S12000014,2012,Count,Cases,393,Malignant Neoplasms,Male
S12000014,1997,Count,Cases,357,Malignant Neoplasms,Male
S12000014,2016,Count,Cases,455,Malignant Neoplasms,Male
S12000014,1999,Count,Cases,370,Malignant Neoplasms,Male
S12000014,2006,Count,Cases,113,Breast Cancer,Female
S12000014,2000,Count,Cases,710,Malignant Neoplasms,All
S12000014,2003,Count,Cases,94,Breast Cancer,Female
S12000014,2013,Count,Cases,145,Breast Cancer,Female
S12000014,2001,Count,Cases,70,Prostate Cancer,Male
S12000014,2006,Count,Cases,136,Lung Cancer,All
S12000014,2003,Count,Cases,137,Lung Cancer,All
S12000014,2004,Count,Cases,187,Breast Cancer,Female
S12000014,2017,Count,Cases,162,Lung Cancer,All
S12000014,2015,Count,Cases,481,Malignant Neoplasms,Female
S12000014,2017,Count,Cases,110,Breast Cancer,Female
S12000014,2012,Count,Cases,160,Breast Cancer,Female
S12000014,2005,Count,Cases,74,Breast Cancer,Female
S12000014,2017,Count,Cases,129,Prostate Cancer,Male
S12000014,1998,Count,Cases,120,Breast Cancer,Female
S12000014,2011,Count,Cases,81,Prostate Cancer,Male
S12000014,2010,Count,Cases,73,Prostate Cancer,Male
S12000014,2008,Count,Cases,377,Malignant Neoplasms,Female
S12000014,2003,Count,Cases,821,Malignant Neoplasms,All
S12000014,2004,Count,Cases,878,Malignant Neoplasms,All
S12000014,2007,Count,Cases,140,Lung Cancer,All
S12000014,2009,Count,Cases,135,Breast Cancer,Female
S12000014,2002,Count,Cases,730,Malignant Neoplasms,All
S12000014,2001,Count,Cases,731,Malignant Neoplasms,All
S12000014,2007,Count,Cases,440,Malignant Neoplasms,Female
S12000014,2009,Count,Cases,443,Malignant Neoplasms,Female
S12000014,2005,Count,Cases,346,Malignant Neoplasms,Female
S12000014,2005,Count,Cases,133,Lung Cancer,All
S12000014,2011,Count,Cases,107,Breast Cancer,Female
S12000014,2015,Count,Cases,133,Lung Cancer,All
S12000014,2008,Count,Cases,119,Lung Cancer,All
S12000014,2009,Count,Cases,155,Lung Cancer,All
S12000014,2004,Count,Cases,125,Lung Cancer,All
S12000014,2000,Count,Cases,99,Breast Cancer,Female
S12000014,2016,Count,Cases,482,Malignant Neoplasms,Female
S12000014,1997,Count,Cases,683,Malignant Neoplasms,All
S12000014,1997,Count,Cases,84,Colorectal Cancer,All
S12000014,2015,Count,Cases,914,Malignant Neoplasms,All
S12000014,2012,Count,Cases,57,Prostate Cancer,Male
S12000014,2016,Count,Cases,137,Breast Cancer,Female
S12000014,2013,Count,Cases,66,Prostate Cancer,Male
S12000014,1998,Count,Cases,83,Colorectal Cancer,All
S12000014,2001,Count,Cases,79,Colorectal Cancer,All
S12000014,2002,Count,Cases,76,Breast Cancer,Female
S12000014,2002,Count,Cases,93,Colorectal Cancer,All
S12000014,2000,Count,Cases,95,Colorectal Cancer,All
S12000014,1999,Count,Cases,92,Colorectal Cancer,All
S12000014,2014,Count,Cases,81,Prostate Cancer,Male
S12000014,2002,Count,Cases,323,Malignant Neoplasms,Female
S12000014,2000,Count,Cases,348,Malignant Neoplasms,Female
S12000014,2001,Count,Cases,380,Malignant Neoplasms,Female
S12000014,2003,Count,Cases,384,Malignant Neoplasms,Female
S12000014,1998,Count,Cases,720,Malignant Neoplasms,All
S12000014,2001,Count,Cases,108,Breast Cancer,Female
S12000014,2004,Count,Cases,492,Malignant Neoplasms,Female
S12000014,2016,Count,Cases,937,Malignant Neoplasms,All
S12000014,1999,Count,Cases,764,Malignant Neoplasms,All
S12000017,2016,Count,Cases,130,Prostate Cancer,Male
S12000017,1998,Count,Cases,167,Breast Cancer,Female
S12000017,2012,Count,Cases,684,Malignant Neoplasms,Female
S12000017,2007,Count,Cases,217,Breast Cancer,Female
S12000017,2013,Count,Cases,735,Malignant Neoplasms,Female
S12000017,2008,Count,Cases,187,Breast Cancer,Female
S12000017,1999,Count,Cases,150,Breast Cancer,Female
S12000017,2006,Count,Cases,203,Breast Cancer,Female
S12000017,2015,Count,Cases,259,Breast Cancer,Female
S12000017,2009,Count,Cases,223,Breast Cancer,Female
S12000017,2014,Count,Cases,694,Malignant Neoplasms,Female
S12000017,2005,Count,Cases,171,Breast Cancer,Female
S12000017,2004,Count,Cases,180,Breast Cancer,Female
S12000017,2008,Count,Cases,670,Malignant Neoplasms,Female
S12000017,2015,Count,Cases,729,Malignant Neoplasms,Female
S12000017,2006,Count,Cases,644,Malignant Neoplasms,Female
S12000017,2003,Count,Cases,573,Malignant Neoplasms,Female
S12000017,2002,Count,Cases,512,Malignant Neoplasms,Female
S12000017,2012,Count,Cases,133,Prostate Cancer,Male
S12000017,2009,Count,Cases,730,Malignant Neoplasms,Female
S12000017,2001,Count,Cases,576,Malignant Neoplasms,Female
S12000017,2017,Count,Cases,187,Prostate Cancer,Male
S12000017,2005,Count,Cases,571,Malignant Neoplasms,Female
S12000017,2014,Count,Cases,161,Prostate Cancer,Male
S12000017,2007,Count,Cases,702,Malignant Neoplasms,Female
S12000017,2004,Count,Cases,584,Malignant Neoplasms,Female
S12000017,2000,Count,Cases,168,Breast Cancer,Female
S12000017,2003,Count,Cases,174,Breast Cancer,Female
S12000017,1997,Count,Cases,562,Malignant Neoplasms,Female
S12000017,2016,Count,Cases,670,Malignant Neoplasms,Female
S12000017,1998,Count,Cases,585,Malignant Neoplasms,Female
S12000017,2000,Count,Cases,578,Malignant Neoplasms,Female
S12000017,1999,Count,Cases,125,Prostate Cancer,Male
S12000017,1998,Count,Cases,123,Prostate Cancer,Male
S12000017,1999,Count,Cases,535,Malignant Neoplasms,Female
S12000017,2000,Count,Cases,131,Prostate Cancer,Male
S12000017,1997,Count,Cases,110,Prostate Cancer,Male
S12000017,2003,Count,Cases,155,Prostate Cancer,Male
S12000017,2001,Count,Cases,161,Breast Cancer,Female
S12000017,2012,Count,Cases,222,Breast Cancer,Female
S12000017,2017,Count,Cases,205,Breast Cancer,Female
S12000017,2011,Count,Cases,181,Breast Cancer,Female
S12000017,2002,Count,Cases,129,Breast Cancer,Female
S12000017,2016,Count,Cases,210,Breast Cancer,Female
S12000017,2001,Count,Cases,89,Prostate Cancer,Male
S12000017,2010,Count,Cases,710,Malignant Neoplasms,Female
S12000017,2002,Count,Cases,137,Prostate Cancer,Male
S12000017,2017,Count,Cases,671,Malignant Neoplasms,Female
S12000017,2014,Count,Cases,183,Breast Cancer,Female
S12000017,2013,Count,Cases,233,Breast Cancer,Female
S12000017,2011,Count,Cases,673,Malignant Neoplasms,Female
S12000017,2006,Count,Cases,184,Prostate Cancer,Male
S12000017,2007,Count,Cases,193,Prostate Cancer,Male
S12000017,2005,Count,Cases,153,Prostate Cancer,Male
S12000017,2013,Count,Cases,173,Prostate Cancer,Male
S12000017,2004,Count,Cases,133,Prostate Cancer,Male
S12000017,2008,Count,Cases,154,Prostate Cancer,Male
S12000017,2010,Count,Cases,235,Breast Cancer,Female
S12000017,2010,Count,Cases,161,Prostate Cancer,Male
S12000017,1997,Count,Cases,164,Breast Cancer,Female
S12000017,2009,Count,Cases,148,Prostate Cancer,Male
S12000017,2015,Count,Cases,169,Prostate Cancer,Male
S12000017,2011,Count,Cases,134,Prostate Cancer,Male
S12000017,1999,Count,Cases,134,Lung Cancer,All
S12000017,2001,Count,Cases,1117,Malignant Neoplasms,All
S12000017,2000,Count,Cases,139,Lung Cancer,All
S12000017,2004,Count,Cases,162,Lung Cancer,All
S12000017,2005,Count,Cases,156,Lung Cancer,All
S12000017,2016,Count,Cases,188,Lung Cancer,All
S12000017,1997,Count,Cases,157,Lung Cancer,All
S12000017,2001,Count,Cases,166,Lung Cancer,All
S12000017,1998,Count,Cases,156,Lung Cancer,All
S12000017,2015,Count,Cases,182,Lung Cancer,All
S12000017,2007,Count,Cases,200,Lung Cancer,All
S12000017,2008,Count,Cases,197,Lung Cancer,All
S12000017,2009,Count,Cases,203,Lung Cancer,All
S12000017,2002,Count,Cases,158,Lung Cancer,All
S12000017,2006,Count,Cases,178,Lung Cancer,All
S12000017,2013,Count,Cases,745,Malignant Neoplasms,Male
S12000017,2003,Count,Cases,153,Lung Cancer,All
S12000017,2011,Count,Cases,1395,Malignant Neoplasms,All
S12000017,2010,Count,Cases,1412,Malignant Neoplasms,All
S12000017,2003,Count,Cases,578,Malignant Neoplasms,Male
S12000017,2012,Count,Cases,1356,Malignant Neoplasms,All
S12000017,2017,Count,Cases,1392,Malignant Neoplasms,All
S12000017,2015,Count,Cases,770,Malignant Neoplasms,Male
S12000017,2001,Count,Cases,541,Malignant Neoplasms,Male
S12000017,2004,Count,Cases,595,Malignant Neoplasms,Male
S12000017,2009,Count,Cases,685,Malignant Neoplasms,Male
S12000017,2010,Count,Cases,702,Malignant Neoplasms,Male
S12000017,2011,Count,Cases,722,Malignant Neoplasms,Male
S12000017,2005,Count,Cases,1150,Malignant Neoplasms,All
S12000017,2017,Count,Cases,721,Malignant Neoplasms,Male
S12000017,2003,Count,Cases,1151,Malignant Neoplasms,All
S12000017,2002,Count,Cases,1091,Malignant Neoplasms,All
S12000017,2013,Count,Cases,1480,Malignant Neoplasms,All
S12000017,2014,Count,Cases,1396,Malignant Neoplasms,All
S12000017,2016,Count,Cases,176,Colorectal Cancer,All
S12000017,2005,Count,Cases,154,Colorectal Cancer,All
S12000017,2011,Count,Cases,210,Colorectal Cancer,All
S12000017,2003,Count,Cases,137,Colorectal Cancer,All
S12000017,2004,Count,Cases,160,Colorectal Cancer,All
S12000017,2000,Count,Cases,171,Colorectal Cancer,All
S12000017,1999,Count,Cases,157,Colorectal Cancer,All
S12000017,2010,Count,Cases,205,Colorectal Cancer,All
S12000017,2013,Count,Cases,195,Colorectal Cancer,All
S12000017,2008,Count,Cases,171,Colorectal Cancer,All
S12000017,2009,Count,Cases,206,Colorectal Cancer,All
S12000017,2007,Count,Cases,213,Colorectal Cancer,All
S12000017,2006,Count,Cases,174,Colorectal Cancer,All
S12000017,2002,Count,Cases,158,Colorectal Cancer,All
S12000017,2001,Count,Cases,163,Colorectal Cancer,All
S12000017,2015,Count,Cases,210,Colorectal Cancer,All
S12000017,2017,Count,Cases,172,Colorectal Cancer,All
S12000017,2008,Count,Cases,1313,Malignant Neoplasms,All
S12000017,2015,Count,Cases,1499,Malignant Neoplasms,All
S12000017,2009,Count,Cases,1415,Malignant Neoplasms,All
S12000017,2006,Count,Cases,1303,Malignant Neoplasms,All
S12000017,2014,Count,Cases,702,Malignant Neoplasms,Male
S12000017,2012,Count,Cases,672,Malignant Neoplasms,Male
S12000017,2007,Count,Cases,1392,Malignant Neoplasms,All
S12000017,1997,Count,Cases,1127,Malignant Neoplasms,All
S12000017,2014,Count,Cases,158,Colorectal Cancer,All
S12000017,2012,Count,Cases,179,Colorectal Cancer,All
S12000017,1998,Count,Cases,138,Colorectal Cancer,All
S12000017,1997,Count,Cases,175,Colorectal Cancer,All
S12000017,1999,Count,Cases,1087,Malignant Neoplasms,All
S12000017,2016,Count,Cases,1338,Malignant Neoplasms,All
S12000017,2000,Count,Cases,1140,Malignant Neoplasms,All
S12000017,1998,Count,Cases,1157,Malignant Neoplasms,All
S12000017,2006,Count,Cases,659,Malignant Neoplasms,Male
S12000017,2012,Count,Cases,209,Lung Cancer,All
S12000017,2008,Count,Cases,643,Malignant Neoplasms,Male
S12000017,2017,Count,Cases,169,Lung Cancer,All
S12000017,2007,Count,Cases,690,Malignant Neoplasms,Male
S12000017,2002,Count,Cases,579,Malignant Neoplasms,Male
S12000017,2013,Count,Cases,215,Lung Cancer,All
S12000017,2014,Count,Cases,194,Lung Cancer,All
S12000017,2000,Count,Cases,562,Malignant Neoplasms,Male
S12000017,1999,Count,Cases,552,Malignant Neoplasms,Male
S12000017,2004,Count,Cases,1179,Malignant Neoplasms,All
S12000017,1997,Count,Cases,565,Malignant Neoplasms,Male
S12000017,1998,Count,Cases,572,Malignant Neoplasms,Male
S12000017,2005,Count,Cases,579,Malignant Neoplasms,Male
S12000017,2011,Count,Cases,181,Lung Cancer,All
S12000017,2016,Count,Cases,668,Malignant Neoplasms,Male
S12000017,2010,Count,Cases,193,Lung Cancer,All
S12000018,2002,Count,Cases,478,Malignant Neoplasms,All
S12000018,2000,Count,Cases,91,Lung Cancer,All
S12000018,2013,Count,Cases,34,Prostate Cancer,Male
S12000018,2002,Count,Cases,251,Malignant Neoplasms,Male
S12000018,2014,Count,Cases,276,Malignant Neoplasms,Male
S12000018,2010,Count,Cases,88,Lung Cancer,All
S12000018,2014,Count,Cases,42,Prostate Cancer,Male
S12000018,2007,Count,Cases,278,Malignant Neoplasms,Female
S12000018,2004,Count,Cases,106,Breast Cancer,Female
S12000018,2015,Count,Cases,268,Malignant Neoplasms,Female
S12000018,2008,Count,Cases,224,Malignant Neoplasms,Female
S12000018,2005,Count,Cases,36,Prostate Cancer,Male
S12000018,2005,Count,Cases,47,Breast Cancer,Female
S12000018,2015,Count,Cases,39,Prostate Cancer,Male
S12000018,2004,Count,Cases,538,Malignant Neoplasms,All
S12000018,2006,Count,Cases,229,Malignant Neoplasms,Male
S12000018,2005,Count,Cases,432,Malignant Neoplasms,All
S12000018,2010,Count,Cases,37,Prostate Cancer,Male
S12000018,2006,Count,Cases,33,Prostate Cancer,Male
S12000018,2003,Count,Cases,264,Malignant Neoplasms,Female
S12000018,2008,Count,Cases,33,Prostate Cancer,Male
S12000018,2013,Count,Cases,99,Breast Cancer,Female
S12000018,2015,Count,Cases,60,Breast Cancer,Female
S12000018,2010,Count,Cases,257,Malignant Neoplasms,Male
S12000018,1998,Count,Cases,89,Lung Cancer,All
S12000018,2007,Count,Cases,512,Malignant Neoplasms,All
S12000018,1997,Count,Cases,87,Lung Cancer,All
S12000018,1998,Count,Cases,501,Malignant Neoplasms,All
S12000018,2000,Count,Cases,58,Breast Cancer,Female
S12000018,1998,Count,Cases,238,Malignant Neoplasms,Male
S12000018,2011,Count,Cases,87,Lung Cancer,All
S12000018,2014,Count,Cases,69,Breast Cancer,Female
S12000018,2003,Count,Cases,543,Malignant Neoplasms,All
S12000018,2016,Count,Cases,264,Malignant Neoplasms,Female
S12000018,2009,Count,Cases,50,Prostate Cancer,Male
S12000018,2016,Count,Cases,533,Malignant Neoplasms,All
S12000018,2014,Count,Cases,51,Colorectal Cancer,All
S12000018,2000,Count,Cases,55,Colorectal Cancer,All
S12000018,2003,Count,Cases,68,Colorectal Cancer,All
S12000018,2008,Count,Cases,53,Colorectal Cancer,All
S12000018,2006,Count,Cases,61,Colorectal Cancer,All
S12000018,2005,Count,Cases,49,Colorectal Cancer,All
S12000018,1997,Count,Cases,57,Breast Cancer,Female
S12000018,2016,Count,Cases,75,Breast Cancer,Female
S12000018,2009,Count,Cases,264,Malignant Neoplasms,Female
S12000018,2012,Count,Cases,62,Colorectal Cancer,All
S12000018,1997,Count,Cases,27,Prostate Cancer,Male
S12000018,2014,Count,Cases,119,Lung Cancer,All
S12000018,1998,Count,Cases,70,Colorectal Cancer,All
S12000018,2015,Count,Cases,72,Colorectal Cancer,All
S12000018,2017,Count,Cases,36,Prostate Cancer,Male
S12000018,1997,Count,Cases,53,Colorectal Cancer,All
S12000018,2009,Count,Cases,64,Colorectal Cancer,All
S12000018,1999,Count,Cases,57,Colorectal Cancer,All
S12000018,1999,Count,Cases,210,Malignant Neoplasms,Female
S12000018,2002,Count,Cases,50,Colorectal Cancer,All
S12000018,2004,Count,Cases,57,Colorectal Cancer,All
S12000018,2013,Count,Cases,56,Colorectal Cancer,All
S12000018,2007,Count,Cases,63,Colorectal Cancer,All
S12000018,2001,Count,Cases,59,Colorectal Cancer,All
S12000018,1998,Count,Cases,28,Prostate Cancer,Male
S12000018,2001,Count,Cases,247,Malignant Neoplasms,Female
S12000018,2001,Count,Cases,31,Prostate Cancer,Male
S12000018,2017,Count,Cases,64,Colorectal Cancer,All
S12000018,2007,Count,Cases,40,Prostate Cancer,Male
S12000018,2012,Count,Cases,96,Lung Cancer,All
S12000018,2004,Count,Cases,60,Prostate Cancer,Male
S12000018,1999,Count,Cases,28,Prostate Cancer,Male
S12000018,2016,Count,Cases,82,Lung Cancer,All
S12000018,2002,Count,Cases,51,Prostate Cancer,Male
S12000018,2000,Count,Cases,26,Prostate Cancer,Male
S12000018,2003,Count,Cases,43,Prostate Cancer,Male
S12000018,1997,Count,Cases,242,Malignant Neoplasms,Female
S12000018,2011,Count,Cases,37,Prostate Cancer,Male
S12000018,2012,Count,Cases,39,Prostate Cancer,Male
S12000018,1998,Count,Cases,77,Breast Cancer,Female
S12000018,2000,Count,Cases,220,Malignant Neoplasms,Female
S12000018,2011,Count,Cases,60,Colorectal Cancer,All
S12000018,2016,Count,Cases,59,Colorectal Cancer,All
S12000018,2013,Count,Cases,90,Lung Cancer,All
S12000018,1999,Count,Cases,49,Breast Cancer,Female
S12000018,1998,Count,Cases,263,Malignant Neoplasms,Female
S12000018,2010,Count,Cases,53,Colorectal Cancer,All
S12000018,2017,Count,Cases,527,Malignant Neoplasms,All
S12000018,2009,Count,Cases,253,Malignant Neoplasms,Male
S12000018,2006,Count,Cases,67,Breast Cancer,Female
S12000018,2017,Count,Cases,245,Malignant Neoplasms,Male
S12000018,2008,Count,Cases,231,Malignant Neoplasms,Male
S12000018,2007,Count,Cases,95,Breast Cancer,Female
S12000018,2002,Count,Cases,227,Malignant Neoplasms,Female
S12000018,2003,Count,Cases,64,Breast Cancer,Female
S12000018,2001,Count,Cases,55,Breast Cancer,Female
S12000018,2010,Count,Cases,291,Malignant Neoplasms,Female
S12000018,2017,Count,Cases,93,Lung Cancer,All
S12000018,2002,Count,Cases,119,Lung Cancer,All
S12000018,2005,Count,Cases,92,Lung Cancer,All
S12000018,2001,Count,Cases,454,Malignant Neoplasms,All
S12000018,2003,Count,Cases,107,Lung Cancer,All
S12000018,2008,Count,Cases,51,Breast Cancer,Female
S12000018,2004,Count,Cases,282,Malignant Neoplasms,Female
S12000018,2008,Count,Cases,79,Lung Cancer,All
S12000018,2015,Count,Cases,110,Lung Cancer,All
S12000018,2004,Count,Cases,98,Lung Cancer,All
S12000018,2009,Count,Cases,96,Lung Cancer,All
S12000018,2006,Count,Cases,94,Lung Cancer,All
S12000018,2012,Count,Cases,268,Malignant Neoplasms,Female
S12000018,2002,Count,Cases,54,Breast Cancer,Female
S12000018,2011,Count,Cases,234,Malignant Neoplasms,Female
S12000018,2014,Count,Cases,285,Malignant Neoplasms,Female
S12000018,2001,Count,Cases,207,Malignant Neoplasms,Male
S12000018,2000,Count,Cases,237,Malignant Neoplasms,Male
S12000018,2013,Count,Cases,282,Malignant Neoplasms,Female
S12000018,1997,Count,Cases,222,Malignant Neoplasms,Male
S12000018,1999,Count,Cases,212,Malignant Neoplasms,Male
S12000018,2000,Count,Cases,457,Malignant Neoplasms,All
S12000018,2009,Count,Cases,517,Malignant Neoplasms,All
S12000018,2013,Count,Cases,517,Malignant Neoplasms,All
S12000018,1997,Count,Cases,464,Malignant Neoplasms,All
S12000018,2007,Count,Cases,234,Malignant Neoplasms,Male
S12000018,2014,Count,Cases,561,Malignant Neoplasms,All
S12000018,1999,Count,Cases,422,Malignant Neoplasms,All
S12000018,2011,Count,Cases,468,Malignant Neoplasms,All
S12000018,2005,Count,Cases,220,Malignant Neoplasms,Female
S12000018,2010,Count,Cases,548,Malignant Neoplasms,All
S12000018,2016,Count,Cases,61,Prostate Cancer,Male
S12000018,2012,Count,Cases,524,Malignant Neoplasms,All
S12000018,2004,Count,Cases,256,Malignant Neoplasms,Male
S12000018,2007,Count,Cases,94,Lung Cancer,All
S12000018,2005,Count,Cases,212,Malignant Neoplasms,Male
S12000018,1999,Count,Cases,78,Lung Cancer,All
S12000018,2011,Count,Cases,234,Malignant Neoplasms,Male
S12000018,2008,Count,Cases,455,Malignant Neoplasms,All
S12000018,2010,Count,Cases,100,Breast Cancer,Female
S12000018,2013,Count,Cases,235,Malignant Neoplasms,Male
S12000018,2003,Count,Cases,279,Malignant Neoplasms,Male
S12000018,2011,Count,Cases,62,Breast Cancer,Female
S12000018,2012,Count,Cases,69,Breast Cancer,Female
S12000018,2016,Count,Cases,269,Malignant Neoplasms,Male
S12000018,2012,Count,Cases,256,Malignant Neoplasms,Male
S12000018,2006,Count,Cases,478,Malignant Neoplasms,All
S12000018,2015,Count,Cases,553,Malignant Neoplasms,All
S12000018,2017,Count,Cases,63,Breast Cancer,Female
S12000018,2017,Count,Cases,282,Malignant Neoplasms,Female
S12000018,2009,Count,Cases,54,Breast Cancer,Female
S12000018,2015,Count,Cases,285,Malignant Neoplasms,Male
S12000018,2001,Count,Cases,72,Lung Cancer,All
S12000018,2006,Count,Cases,249,Malignant Neoplasms,Female
S12000019,2015,Count,Cases,281,Malignant Neoplasms,Male
S12000019,2011,Count,Cases,48,Colorectal Cancer,All
S12000019,2007,Count,Cases,242,Malignant Neoplasms,Male
S12000019,2010,Count,Cases,57,Colorectal Cancer,All
S12000019,2017,Count,Cases,50,Breast Cancer,Female
S12000019,2012,Count,Cases,75,Colorectal Cancer,All
S12000019,2011,Count,Cases,493,Malignant Neoplasms,All
S12000019,2012,Count,Cases,276,Malignant Neoplasms,Female
S12000019,2012,Count,Cases,569,Malignant Neoplasms,All
S12000019,2010,Count,Cases,489,Malignant Neoplasms,All
S12000019,2016,Count,Cases,105,Breast Cancer,Female
S12000019,2013,Count,Cases,55,Colorectal Cancer,All
S12000019,2012,Count,Cases,98,Breast Cancer,Female
S12000019,2009,Count,Cases,252,Malignant Neoplasms,Male
S12000019,2008,Count,Cases,249,Malignant Neoplasms,Male
S12000019,2005,Count,Cases,54,Colorectal Cancer,All
S12000019,2006,Count,Cases,42,Colorectal Cancer,All
S12000019,2007,Count,Cases,61,Colorectal Cancer,All
S12000019,2014,Count,Cases,69,Colorectal Cancer,All
S12000019,2003,Count,Cases,205,Malignant Neoplasms,Male
S12000019,2002,Count,Cases,212,Malignant Neoplasms,Male
S12000019,2003,Count,Cases,190,Malignant Neoplasms,Female
S12000019,2004,Count,Cases,196,Malignant Neoplasms,Male
S12000019,2001,Count,Cases,199,Malignant Neoplasms,Male
S12000019,2000,Count,Cases,174,Malignant Neoplasms,Male
S12000019,2011,Count,Cases,256,Malignant Neoplasms,Male
S12000019,2012,Count,Cases,293,Malignant Neoplasms,Male
S12000019,2010,Count,Cases,241,Malignant Neoplasms,Female
S12000019,2006,Count,Cases,208,Malignant Neoplasms,Male
S12000019,2002,Count,Cases,244,Malignant Neoplasms,Female
S12000019,1998,Count,Cases,215,Malignant Neoplasms,Male
S12000019,2010,Count,Cases,248,Malignant Neoplasms,Male
S12000019,2004,Count,Cases,196,Malignant Neoplasms,Female
S12000019,1997,Count,Cases,387,Malignant Neoplasms,All
S12000019,2010,Count,Cases,67,Breast Cancer,Female
S12000019,2009,Count,Cases,501,Malignant Neoplasms,All
S12000019,2016,Count,Cases,510,Malignant Neoplasms,All
S12000019,2006,Count,Cases,209,Malignant Neoplasms,Female
S12000019,2006,Count,Cases,417,Malignant Neoplasms,All
S12000019,2005,Count,Cases,297,Malignant Neoplasms,Female
S12000019,2013,Count,Cases,278,Malignant Neoplasms,Female
S12000019,2015,Count,Cases,79,Breast Cancer,Female
S12000019,2004,Count,Cases,392,Malignant Neoplasms,All
S12000019,2002,Count,Cases,456,Malignant Neoplasms,All
S12000019,2015,Count,Cases,546,Malignant Neoplasms,All
S12000019,2003,Count,Cases,395,Malignant Neoplasms,All
S12000019,2007,Count,Cases,515,Malignant Neoplasms,All
S12000019,2008,Count,Cases,502,Malignant Neoplasms,All
S12000019,2000,Count,Cases,381,Malignant Neoplasms,All
S12000019,1997,Count,Cases,201,Malignant Neoplasms,Male
S12000019,2014,Count,Cases,69,Breast Cancer,Female
S12000019,2017,Count,Cases,239,Malignant Neoplasms,Female
S12000019,2005,Count,Cases,513,Malignant Neoplasms,All
S12000019,2007,Count,Cases,273,Malignant Neoplasms,Female
S12000019,2009,Count,Cases,249,Malignant Neoplasms,Female
S12000019,2004,Count,Cases,51,Breast Cancer,Female
S12000019,2001,Count,Cases,386,Malignant Neoplasms,All
S12000019,2008,Count,Cases,253,Malignant Neoplasms,Female
S12000019,2013,Count,Cases,533,Malignant Neoplasms,All
S12000019,2011,Count,Cases,58,Breast Cancer,Female
S12000019,2014,Count,Cases,553,Malignant Neoplasms,All
S12000019,2013,Count,Cases,255,Malignant Neoplasms,Male
S12000019,2016,Count,Cases,232,Malignant Neoplasms,Male
S12000019,2017,Count,Cases,59,Colorectal Cancer,All
S12000019,1998,Count,Cases,417,Malignant Neoplasms,All
S12000019,2001,Count,Cases,187,Malignant Neoplasms,Female
S12000019,1999,Count,Cases,424,Malignant Neoplasms,All
S12000019,2014,Count,Cases,277,Malignant Neoplasms,Male
S12000019,2011,Count,Cases,237,Malignant Neoplasms,Female
S12000019,2005,Count,Cases,216,Malignant Neoplasms,Male
S12000019,2006,Count,Cases,49,Breast Cancer,Female
S12000019,2005,Count,Cases,121,Breast Cancer,Female
S12000019,2009,Count,Cases,65,Breast Cancer,Female
S12000019,2013,Count,Cases,82,Breast Cancer,Female
S12000019,2014,Count,Cases,276,Malignant Neoplasms,Female
S12000019,2017,Count,Cases,488,Malignant Neoplasms,All
S12000019,1999,Count,Cases,207,Malignant Neoplasms,Male
S12000019,2003,Count,Cases,51,Breast Cancer,Female
S12000019,2015,Count,Cases,265,Malignant Neoplasms,Female
S12000019,2000,Count,Cases,207,Malignant Neoplasms,Female
S12000019,2008,Count,Cases,91,Breast Cancer,Female
S12000019,2017,Count,Cases,249,Malignant Neoplasms,Male
S12000019,2009,Count,Cases,102,Lung Cancer,All
S12000019,2007,Count,Cases,74,Lung Cancer,All
S12000019,2016,Count,Cases,55,Prostate Cancer,Male
