area_code,reference_area,area_type,year,vaccination_uptake,measure_type,value,units
S12000010,East Lothian,Local Authority,2012,Number In 5 Year Cohort,Count,1230,Children
S12000010,East Lothian,Local Authority,2014,Vaccinated by 5 Years,Count,1178,Children
S12000010,East Lothian,Local Authority,2015,Number In 5 Year Cohort,Count,1279,Children
S12000010,East Lothian,Local Authority,2010,Vaccinated by 5 Years,Count,1156,Children
S12000010,East Lothian,Local Authority,2010,Number In 5 Year Cohort,Count,1196,Children
S12000010,East Lothian,Local Authority,2016,Number In 5 Year Cohort,Count,1277,Children
S12000010,East Lothian,Local Authority,2013,Number In 5 Year Cohort,Count,1236,Children
S12000005,Clackmannanshire,Local Authority,2011,Number In 5 Year Cohort,Count,558,Children
S12000040,West Lothian,Local Authority,2016,Vaccinated by 5 Years,Count,2270,Children
S12000040,West Lothian,Local Authority,2009,Vaccinated by 5 Years,Count,2098,Children
S12000040,West Lothian,Local Authority,2008,Number In 5 Year Cohort,Count,2135,Children
S12000040,West Lothian,Local Authority,2012,Number In 5 Year Cohort,Count,2300,Children
S12000040,West Lothian,Local Authority,2015,Number In 5 Year Cohort,Count,2261,Children
S12000040,West Lothian,Local Authority,2013,Vaccinated by 5 Years,Count,2279,Children
S12000005,Clackmannanshire,Local Authority,2013,Number In 5 Year Cohort,Count,658,Children
S12000005,Clackmannanshire,Local Authority,2014,Number In 5 Year Cohort,Count,593,Children
S12000006,Dumfries and Galloway,Local Authority,2012,Number In 5 Year Cohort,Count,1548,Children
S12000005,Clackmannanshire,Local Authority,2009,Number In 5 Year Cohort,Count,563,Children
S12000005,Clackmannanshire,Local Authority,2010,Vaccinated by 5 Years,Count,556,Children
S12000005,Clackmannanshire,Local Authority,2017,Vaccinated by 5 Years,Count,620,Children
S12000005,Clackmannanshire,Local Authority,2010,Number In 5 Year Cohort,Count,581,Children
S12000005,Clackmannanshire,Local Authority,2008,Number In 5 Year Cohort,Count,528,Children
S12000006,Dumfries and Galloway,Local Authority,2014,Vaccinated by 5 Years,Count,1528,Children
S12000006,Dumfries and Galloway,Local Authority,2017,Vaccinated by 5 Years,Count,1444,Children
S12000006,Dumfries and Galloway,Local Authority,2013,Number In 5 Year Cohort,Count,1508,Children
S12000006,Dumfries and Galloway,Local Authority,2015,Vaccinated by 5 Years,Count,1456,Children
S12000006,Dumfries and Galloway,Local Authority,2018,Vaccinated by 5 Years,Count,1358,Children
S12000006,Dumfries and Galloway,Local Authority,2009,Number In 5 Year Cohort,Count,1546,Children
S12000006,Dumfries and Galloway,Local Authority,2011,Number In 5 Year Cohort,Count,1565,Children
S12000005,Clackmannanshire,Local Authority,2008,Vaccinated by 5 Years,Count,505,Children
S12000005,Clackmannanshire,Local Authority,2017,Number In 5 Year Cohort,Count,631,Children
S12000005,Clackmannanshire,Local Authority,2013,Vaccinated by 5 Years,Count,636,Children
S12000005,Clackmannanshire,Local Authority,2009,Vaccinated by 5 Years,Count,536,Children
S12000005,Clackmannanshire,Local Authority,2018,Number In 5 Year Cohort,Count,565,Children
S12000005,Clackmannanshire,Local Authority,2012,Number In 5 Year Cohort,Count,666,Children
S12000005,Clackmannanshire,Local Authority,2018,Vaccinated by 5 Years,Count,554,Children
S12000005,Clackmannanshire,Local Authority,2016,Vaccinated by 5 Years,Count,560,Children
S12000005,Clackmannanshire,Local Authority,2011,Vaccinated by 5 Years,Count,541,Children
S12000005,Clackmannanshire,Local Authority,2014,Vaccinated by 5 Years,Count,584,Children
S12000005,Clackmannanshire,Local Authority,2015,Vaccinated by 5 Years,Count,579,Children
S12000005,Clackmannanshire,Local Authority,2016,Number In 5 Year Cohort,Count,570,Children
S12000005,Clackmannanshire,Local Authority,2015,Number In 5 Year Cohort,Count,596,Children
S12000005,Clackmannanshire,Local Authority,2012,Vaccinated by 5 Years,Count,640,Children
S12000047,Fife,Local Authority,2013,Vaccinated by 5 Years,Count,4167,Children
S12000047,Fife,Local Authority,2008,Vaccinated by 5 Years,Count,3626,Children
S12000047,Fife,Local Authority,2011,Vaccinated by 5 Years,Count,3928,Children
S12000047,Fife,Local Authority,2015,Vaccinated by 5 Years,Count,4152,Children
S12000047,Fife,Local Authority,2017,Vaccinated by 5 Years,Count,4004,Children
S12000047,Fife,Local Authority,2010,Vaccinated by 5 Years,Count,3815,Children
S12000047,Fife,Local Authority,2012,Vaccinated by 5 Years,Count,4044,Children
S12000047,Fife,Local Authority,2014,Vaccinated by 5 Years,Count,4203,Children
S12000047,Fife,Local Authority,2012,Number In 5 Year Cohort,Count,4183,Children
S12000047,Fife,Local Authority,2010,Number In 5 Year Cohort,Count,3964,Children
S12000047,Fife,Local Authority,2016,Number In 5 Year Cohort,Count,4270,Children
S12000047,Fife,Local Authority,2017,Number In 5 Year Cohort,Count,4136,Children
S12000047,Fife,Local Authority,2008,Number In 5 Year Cohort,Count,3816,Children
S12000047,Fife,Local Authority,2014,Number In 5 Year Cohort,Count,4310,Children
S12000047,Fife,Local Authority,2009,Number In 5 Year Cohort,Count,3930,Children
S12000048,Perth and Kinross,Local Authority,2008,Vaccinated by 5 Years,Count,1332,Children
S12000048,Perth and Kinross,Local Authority,2016,Vaccinated by 5 Years,Count,1565,Children
S12000048,Perth and Kinross,Local Authority,2016,Number In 5 Year Cohort,Count,1619,Children
S12000048,Perth and Kinross,Local Authority,2009,Vaccinated by 5 Years,Count,1343,Children
S12000048,Perth and Kinross,Local Authority,2012,Vaccinated by 5 Years,Count,1432,Children
S12000048,Perth and Kinross,Local Authority,2015,Vaccinated by 5 Years,Count,1508,Children
S12000048,Perth and Kinross,Local Authority,2014,Vaccinated by 5 Years,Count,1478,Children
S12000048,Perth and Kinross,Local Authority,2014,Number In 5 Year Cohort,Count,1535,Children
S12000048,Perth and Kinross,Local Authority,2009,Number In 5 Year Cohort,Count,1412,Children
S12000048,Perth and Kinross,Local Authority,2010,Number In 5 Year Cohort,Count,1479,Children
S12000048,Perth and Kinross,Local Authority,2018,Vaccinated by 5 Years,Count,1413,Children
S12000048,Perth and Kinross,Local Authority,2018,Number In 5 Year Cohort,Count,1456,Children
S12000048,Perth and Kinross,Local Authority,2017,Number In 5 Year Cohort,Count,1405,Children
S12000048,Perth and Kinross,Local Authority,2015,Number In 5 Year Cohort,Count,1552,Children
S12000048,Perth and Kinross,Local Authority,2012,Number In 5 Year Cohort,Count,1494,Children
S12000047,Fife,Local Authority,2015,Number In 5 Year Cohort,Count,4301,Children
S12000047,Fife,Local Authority,2009,Vaccinated by 5 Years,Count,3797,Children
S12000047,Fife,Local Authority,2011,Number In 5 Year Cohort,Count,4072,Children
S12000047,Fife,Local Authority,2013,Number In 5 Year Cohort,Count,4291,Children
S12000047,Fife,Local Authority,2018,Number In 5 Year Cohort,Count,4025,Children
S12000047,Fife,Local Authority,2018,Vaccinated by 5 Years,Count,3877,Children
S12000047,Fife,Local Authority,2016,Vaccinated by 5 Years,Count,4152,Children
S12000048,Perth and Kinross,Local Authority,2013,Vaccinated by 5 Years,Count,1505,Children
S12000048,Perth and Kinross,Local Authority,2017,Vaccinated by 5 Years,Count,1352,Children
S12000048,Perth and Kinross,Local Authority,2013,Number In 5 Year Cohort,Count,1561,Children
S12000048,Perth and Kinross,Local Authority,2011,Vaccinated by 5 Years,Count,1369,Children
S12000048,Perth and Kinross,Local Authority,2008,Number In 5 Year Cohort,Count,1420,Children
S12000048,Perth and Kinross,Local Authority,2011,Number In 5 Year Cohort,Count,1439,Children
S12000048,Perth and Kinross,Local Authority,2010,Vaccinated by 5 Years,Count,1398,Children
S12000049,Glasgow City,Local Authority,2014,Number In 5 Year Cohort,Count,6695,Children
S12000049,Glasgow City,Local Authority,2015,Vaccinated by 5 Years,Count,6437,Children
S12000049,Glasgow City,Local Authority,2018,Number In 5 Year Cohort,Count,6643,Children
S12000049,Glasgow City,Local Authority,2013,Vaccinated by 5 Years,Count,6394,Children
S12000049,Glasgow City,Local Authority,2013,Number In 5 Year Cohort,Count,6629,Children
S12000049,Glasgow City,Local Authority,2014,Vaccinated by 5 Years,Count,6457,Children
S12000049,Glasgow City,Local Authority,2009,Vaccinated by 5 Years,Count,5744,Children
S12000049,Glasgow City,Local Authority,2010,Vaccinated by 5 Years,Count,5725,Children
S12000049,Glasgow City,Local Authority,2017,Vaccinated by 5 Years,Count,6422,Children
S12000049,Glasgow City,Local Authority,2018,Vaccinated by 5 Years,Count,6319,Children
S12000049,Glasgow City,Local Authority,2016,Vaccinated by 5 Years,Count,6479,Children
S12000049,Glasgow City,Local Authority,2008,Vaccinated by 5 Years,Count,5401,Children
S12000049,Glasgow City,Local Authority,2011,Vaccinated by 5 Years,Count,5980,Children
S12000049,Glasgow City,Local Authority,2012,Vaccinated by 5 Years,Count,6237,Children
S12000049,Glasgow City,Local Authority,2015,Number In 5 Year Cohort,Count,6700,Children
S08000032,Lanarkshire,Health Board,2013,Number In 5 Year Cohort,Count,7866,Children
S08000032,Lanarkshire,Health Board,2015,Number In 5 Year Cohort,Count,7649,Children
S08000032,Lanarkshire,Health Board,2017,Number In 5 Year Cohort,Count,7548,Children
S08000032,Lanarkshire,Health Board,2018,Number In 5 Year Cohort,Count,7342,Children
S08000031,Greater Glasgow and Clyde,Health Board,2016,Number In 5 Year Cohort,Count,12989,Children
S08000031,Greater Glasgow and Clyde,Health Board,2014,Number In 5 Year Cohort,Count,12749,Children
S08000032,Lanarkshire,Health Board,2018,Vaccinated by 5 Years,Count,7136,Children
S08000032,Lanarkshire,Health Board,2014,Vaccinated by 5 Years,Count,7498,Children
S08000032,Lanarkshire,Health Board,2017,Vaccinated by 5 Years,Count,7331,Children
S08000032,Lanarkshire,Health Board,2015,Vaccinated by 5 Years,Count,7391,Children
S08000032,Lanarkshire,Health Board,2013,Vaccinated by 5 Years,Count,7620,Children
S08000032,Lanarkshire,Health Board,2014,Number In 5 Year Cohort,Count,7700,Children
S08000032,Lanarkshire,Health Board,2016,Number In 5 Year Cohort,Count,7652,Children
S08000032,Lanarkshire,Health Board,2016,Vaccinated by 5 Years,Count,7440,Children
S12000050,North Lanarkshire,Local Authority,2014,Vaccinated by 5 Years,Count,4003,Children
S12000050,North Lanarkshire,Local Authority,2012,Vaccinated by 5 Years,Count,3945,Children
S12000050,North Lanarkshire,Local Authority,2008,Number In 5 Year Cohort,Count,3809,Children
S12000050,North Lanarkshire,Local Authority,2016,Number In 5 Year Cohort,Count,4017,Children
S12000050,North Lanarkshire,Local Authority,2017,Vaccinated by 5 Years,Count,3867,Children
S12000050,North Lanarkshire,Local Authority,2016,Vaccinated by 5 Years,Count,3914,Children
S12000050,North Lanarkshire,Local Authority,2015,Number In 5 Year Cohort,Count,4015,Children
S12000050,North Lanarkshire,Local Authority,2013,Vaccinated by 5 Years,Count,4006,Children
S12000050,North Lanarkshire,Local Authority,2014,Number In 5 Year Cohort,Count,4105,Children
S12000050,North Lanarkshire,Local Authority,2011,Number In 5 Year Cohort,Count,3986,Children
S12000050,North Lanarkshire,Local Authority,2015,Vaccinated by 5 Years,Count,3883,Children
S12000050,North Lanarkshire,Local Authority,2009,Number In 5 Year Cohort,Count,4055,Children
S12000050,North Lanarkshire,Local Authority,2018,Number In 5 Year Cohort,Count,3836,Children
S12000050,North Lanarkshire,Local Authority,2017,Number In 5 Year Cohort,Count,3966,Children
S12000050,North Lanarkshire,Local Authority,2012,Number In 5 Year Cohort,Count,4075,Children
S12000049,Glasgow City,Local Authority,2008,Number In 5 Year Cohort,Count,5691,Children
S12000049,Glasgow City,Local Authority,2012,Number In 5 Year Cohort,Count,6471,Children
S12000049,Glasgow City,Local Authority,2017,Number In 5 Year Cohort,Count,6751,Children
S12000049,Glasgow City,Local Authority,2009,Number In 5 Year Cohort,Count,6008,Children
S12000049,Glasgow City,Local Authority,2011,Number In 5 Year Cohort,Count,6219,Children
S12000049,Glasgow City,Local Authority,2016,Number In 5 Year Cohort,Count,6819,Children
S12000049,Glasgow City,Local Authority,2010,Number In 5 Year Cohort,Count,5987,Children
S12000050,North Lanarkshire,Local Authority,2011,Vaccinated by 5 Years,Count,3838,Children
S12000050,North Lanarkshire,Local Authority,2008,Vaccinated by 5 Years,Count,3580,Children
S12000050,North Lanarkshire,Local Authority,2018,Vaccinated by 5 Years,Count,3729,Children
S12000050,North Lanarkshire,Local Authority,2009,Vaccinated by 5 Years,Count,3874,Children
S12000050,North Lanarkshire,Local Authority,2013,Number In 5 Year Cohort,Count,4143,Children
S12000050,North Lanarkshire,Local Authority,2010,Number In 5 Year Cohort,Count,3917,Children
S12000050,North Lanarkshire,Local Authority,2010,Vaccinated by 5 Years,Count,3756,Children
S08000030,Tayside,Health Board,2015,Vaccinated by 5 Years,Count,4307,Children
S08000030,Tayside,Health Board,2013,Number In 5 Year Cohort,Count,4489,Children
S08000030,Tayside,Health Board,2014,Number In 5 Year Cohort,Count,4349,Children
S08000030,Tayside,Health Board,2015,Number In 5 Year Cohort,Count,4392,Children
S08000030,Tayside,Health Board,2018,Vaccinated by 5 Years,Count,4056,Children
S08000030,Tayside,Health Board,2016,Vaccinated by 5 Years,Count,4351,Children
S08000030,Tayside,Health Board,2018,Number In 5 Year Cohort,Count,4160,Children
S08000030,Tayside,Health Board,2016,Number In 5 Year Cohort,Count,4475,Children
S08000030,Tayside,Health Board,2013,Vaccinated by 5 Years,Count,4360,Children
S08000030,Tayside,Health Board,2017,Vaccinated by 5 Years,Count,4142,Children
S08000029,Fife,Health Board,2015,Number In 5 Year Cohort,Count,4301,Children
S08000029,Fife,Health Board,2014,Number In 5 Year Cohort,Count,4310,Children
S08000029,Fife,Health Board,2014,Vaccinated by 5 Years,Count,4203,Children
S08000029,Fife,Health Board,2017,Vaccinated by 5 Years,Count,4004,Children
S08000029,Fife,Health Board,2013,Number In 5 Year Cohort,Count,4291,Children
S08000029,Fife,Health Board,2018,Vaccinated by 5 Years,Count,3877,Children
S08000029,Fife,Health Board,2017,Number In 5 Year Cohort,Count,4136,Children
S08000029,Fife,Health Board,2015,Vaccinated by 5 Years,Count,4152,Children
S08000029,Fife,Health Board,2016,Number In 5 Year Cohort,Count,4270,Children
S08000030,Tayside,Health Board,2017,Number In 5 Year Cohort,Count,4281,Children
S08000030,Tayside,Health Board,2014,Vaccinated by 5 Years,Count,4233,Children
S08000029,Fife,Health Board,2013,Vaccinated by 5 Years,Count,4167,Children
S08000029,Fife,Health Board,2018,Number In 5 Year Cohort,Count,4025,Children
S08000029,Fife,Health Board,2016,Vaccinated by 5 Years,Count,4152,Children
S08000031,Greater Glasgow and Clyde,Health Board,2013,Number In 5 Year Cohort,Count,12737,Children
S08000031,Greater Glasgow and Clyde,Health Board,2017,Vaccinated by 5 Years,Count,12647,Children
S08000031,Greater Glasgow and Clyde,Health Board,2018,Number In 5 Year Cohort,Count,12827,Children
S08000031,Greater Glasgow and Clyde,Health Board,2014,Vaccinated by 5 Years,Count,12369,Children
S08000031,Greater Glasgow and Clyde,Health Board,2013,Vaccinated by 5 Years,Count,12359,Children
S08000031,Greater Glasgow and Clyde,Health Board,2015,Number In 5 Year Cohort,Count,12938,Children
S08000031,Greater Glasgow and Clyde,Health Board,2015,Vaccinated by 5 Years,Count,12537,Children
S08000031,Greater Glasgow and Clyde,Health Board,2018,Vaccinated by 5 Years,Count,12348,Children
S08000031,Greater Glasgow and Clyde,Health Board,2017,Number In 5 Year Cohort,Count,13125,Children
S08000031,Greater Glasgow and Clyde,Health Board,2016,Vaccinated by 5 Years,Count,12491,Children
S08000022,Highland,Health Board,2018,Vaccinated by 5 Years,Count,3000,Children
S08000020,Grampian,Health Board,2017,Number In 5 Year Cohort,Count,6551,Children
S08000022,Highland,Health Board,2016,Vaccinated by 5 Years,Count,3116,Children
S08000022,Highland,Health Board,2014,Number In 5 Year Cohort,Count,3306,Children
S08000020,Grampian,Health Board,2013,Number In 5 Year Cohort,Count,6534,Children
S08000020,Grampian,Health Board,2014,Number In 5 Year Cohort,Count,6765,Children
S08000020,Grampian,Health Board,2016,Number In 5 Year Cohort,Count,6421,Children
S08000020,Grampian,Health Board,2013,Vaccinated by 5 Years,Count,6317,Children
S08000022,Highland,Health Board,2017,Vaccinated by 5 Years,Count,3232,Children
S08000022,Highland,Health Board,2017,Number In 5 Year Cohort,Count,3366,Children
S08000022,Highland,Health Board,2015,Vaccinated by 5 Years,Count,3193,Children
S08000022,Highland,Health Board,2014,Vaccinated by 5 Years,Count,3179,Children
S08000022,Highland,Health Board,2016,Number In 5 Year Cohort,Count,3240,Children
S08000022,Highland,Health Board,2013,Number In 5 Year Cohort,Count,3398,Children
S08000022,Highland,Health Board,2013,Vaccinated by 5 Years,Count,3263,Children
S08000019,Forth Valley,Health Board,2015,Number In 5 Year Cohort,Count,3372,Children
S08000019,Forth Valley,Health Board,2018,Number In 5 Year Cohort,Count,3216,Children
S08000019,Forth Valley,Health Board,2013,Vaccinated by 5 Years,Count,3414,Children
S08000019,Forth Valley,Health Board,2018,Vaccinated by 5 Years,Count,3141,Children
S08000019,Forth Valley,Health Board,2013,Number In 5 Year Cohort,Count,3494,Children
S08000019,Forth Valley,Health Board,2015,Vaccinated by 5 Years,Count,3296,Children
S08000019,Forth Valley,Health Board,2017,Vaccinated by 5 Years,Count,3343,Children
S08000019,Forth Valley,Health Board,2016,Number In 5 Year Cohort,Count,3378,Children
S08000020,Grampian,Health Board,2016,Vaccinated by 5 Years,Count,6197,Children
S08000020,Grampian,Health Board,2017,Vaccinated by 5 Years,Count,6305,Children
S08000020,Grampian,Health Board,2018,Number In 5 Year Cohort,Count,6150,Children
S08000020,Grampian,Health Board,2018,Vaccinated by 5 Years,Count,5907,Children
S08000020,Grampian,Health Board,2015,Vaccinated by 5 Years,Count,6233,Children
S08000020,Grampian,Health Board,2015,Number In 5 Year Cohort,Count,6444,Children
S08000020,Grampian,Health Board,2014,Vaccinated by 5 Years,Count,6578,Children
S08000025,Orkney,Health Board,2013,Vaccinated by 5 Years,Count,240,Children
S08000025,Orkney,Health Board,2017,Vaccinated by 5 Years,Count,206,Children
S08000025,Orkney,Health Board,2015,Number In 5 Year Cohort,Count,232,Children
S08000025,Orkney,Health Board,2018,Number In 5 Year Cohort,Count,221,Children
S08000025,Orkney,Health Board,2017,Number In 5 Year Cohort,Count,219,Children
S08000025,Orkney,Health Board,2016,Vaccinated by 5 Years,Count,208,Children
S08000025,Orkney,Health Board,2016,Number In 5 Year Cohort,Count,220,Children
S08000025,Orkney,Health Board,2018,Vaccinated by 5 Years,Count,214,Children
S08000026,Shetland,Health Board,2015,Vaccinated by 5 Years,Count,259,Children
S08000025,Orkney,Health Board,2013,Number In 5 Year Cohort,Count,249,Children
S08000026,Shetland,Health Board,2017,Vaccinated by 5 Years,Count,277,Children
S08000026,Shetland,Health Board,2014,Number In 5 Year Cohort,Count,285,Children
S08000025,Orkney,Health Board,2014,Number In 5 Year Cohort,Count,222,Children
S08000025,Orkney,Health Board,2014,Vaccinated by 5 Years,Count,210,Children
S08000025,Orkney,Health Board,2015,Vaccinated by 5 Years,Count,220,Children
S08000024,Lothian,Health Board,2014,Vaccinated by 5 Years,Count,9215,Children
S08000024,Lothian,Health Board,2014,Number In 5 Year Cohort,Count,9490,Children
S08000024,Lothian,Health Board,2017,Number In 5 Year Cohort,Count,9796,Children
S08000024,Lothian,Health Board,2018,Number In 5 Year Cohort,Count,9597,Children
S08000022,Highland,Health Board,2015,Number In 5 Year Cohort,Count,3338,Children
S08000022,Highland,Health Board,2018,Number In 5 Year Cohort,Count,3148,Children
S08000024,Lothian,Health Board,2017,Vaccinated by 5 Years,Count,9473,Children
S08000024,Lothian,Health Board,2016,Vaccinated by 5 Years,Count,9390,Children
S08000024,Lothian,Health Board,2016,Number In 5 Year Cohort,Count,9693,Children
S08000024,Lothian,Health Board,2013,Vaccinated by 5 Years,Count,9239,Children
S08000024,Lothian,Health Board,2018,Vaccinated by 5 Years,Count,9273,Children
S08000024,Lothian,Health Board,2015,Number In 5 Year Cohort,Count,9668,Children
S08000024,Lothian,Health Board,2015,Vaccinated by 5 Years,Count,9382,Children
S08000024,Lothian,Health Board,2013,Number In 5 Year Cohort,Count,9509,Children
S08000015,Ayrshire and Arran,Health Board,2014,Vaccinated by 5 Years,Count,3937,Children
S08000015,Ayrshire and Arran,Health Board,2015,Vaccinated by 5 Years,Count,3954,Children
S08000015,Ayrshire and Arran,Health Board,2018,Vaccinated by 5 Years,Count,3682,Children
S08000015,Ayrshire and Arran,Health Board,2013,Number In 5 Year Cohort,Count,4019,Children
S12000045,East Dunbartonshire,Local Authority,2014,Number In 5 Year Cohort,Count,1159,Children
S12000045,East Dunbartonshire,Local Authority,2011,Number In 5 Year Cohort,Count,1088,Children
S12000045,East Dunbartonshire,Local Authority,2017,Number In 5 Year Cohort,Count,1229,Children
S12000045,East Dunbartonshire,Local Authority,2009,Number In 5 Year Cohort,Count,1065,Children
S08000015,Ayrshire and Arran,Health Board,2017,Number In 5 Year Cohort,Count,3838,Children
S08000015,Ayrshire and Arran,Health Board,2014,Number In 5 Year Cohort,Count,4009,Children
S08000015,Ayrshire and Arran,Health Board,2018,Number In 5 Year Cohort,Count,3801,Children
S08000015,Ayrshire and Arran,Health Board,2013,Vaccinated by 5 Years,Count,3946,Children
S08000015,Ayrshire and Arran,Health Board,2016,Number In 5 Year Cohort,Count,4067,Children
S08000015,Ayrshire and Arran,Health Board,2015,Number In 5 Year Cohort,Count,4033,Children
S08000015,Ayrshire and Arran,Health Board,2016,Vaccinated by 5 Years,Count,3974,Children
S12000045,East Dunbartonshire,Local Authority,2018,Vaccinated by 5 Years,Count,1239,Children
S12000045,East Dunbartonshire,Local Authority,2008,Vaccinated by 5 Years,Count,1080,Children
S12000045,East Dunbartonshire,Local Authority,2010,Vaccinated by 5 Years,Count,1051,Children
S12000045,East Dunbartonshire,Local Authority,2018,Number In 5 Year Cohort,Count,1270,Children
S12000045,East Dunbartonshire,Local Authority,2012,Number In 5 Year Cohort,Count,1115,Children
S12000045,East Dunbartonshire,Local Authority,2015,Vaccinated by 5 Years,Count,1184,Children
S12000045,East Dunbartonshire,Local Authority,2014,Vaccinated by 5 Years,Count,1129,Children
S12000045,East Dunbartonshire,Local Authority,2016,Number In 5 Year Cohort,Count,1234,Children
S12000045,East Dunbartonshire,Local Authority,2017,Vaccinated by 5 Years,Count,1210,Children
S12000045,East Dunbartonshire,Local Authority,2013,Number In 5 Year Cohort,Count,1151,Children
S12000045,East Dunbartonshire,Local Authority,2016,Vaccinated by 5 Years,Count,1204,Children
S12000045,East Dunbartonshire,Local Authority,2012,Vaccinated by 5 Years,Count,1082,Children
S12000045,East Dunbartonshire,Local Authority,2009,Vaccinated by 5 Years,Count,1018,Children
S12000045,East Dunbartonshire,Local Authority,2015,Number In 5 Year Cohort,Count,1211,Children
S08000017,Dumfries and Galloway,Health Board,2014,Number In 5 Year Cohort,Count,1559,Children
S08000017,Dumfries and Galloway,Health Board,2013,Vaccinated by 5 Years,Count,1478,Children
S08000017,Dumfries and Galloway,Health Board,2016,Vaccinated by 5 Years,Count,1458,Children
S08000017,Dumfries and Galloway,Health Board,2017,Number In 5 Year Cohort,Count,1468,Children
S08000017,Dumfries and Galloway,Health Board,2016,Number In 5 Year Cohort,Count,1499,Children
S08000017,Dumfries and Galloway,Health Board,2014,Vaccinated by 5 Years,Count,1528,Children
S08000017,Dumfries and Galloway,Health Board,2018,Vaccinated by 5 Years,Count,1358,Children
S08000017,Dumfries and Galloway,Health Board,2015,Vaccinated by 5 Years,Count,1456,Children
S08000019,Forth Valley,Health Board,2017,Number In 5 Year Cohort,Count,3419,Children
S08000019,Forth Valley,Health Board,2014,Vaccinated by 5 Years,Count,3437,Children
S08000019,Forth Valley,Health Board,2014,Number In 5 Year Cohort,Count,3496,Children
S08000019,Forth Valley,Health Board,2016,Vaccinated by 5 Years,Count,3288,Children
S08000017,Dumfries and Galloway,Health Board,2013,Number In 5 Year Cohort,Count,1508,Children
S08000017,Dumfries and Galloway,Health Board,2018,Number In 5 Year Cohort,Count,1383,Children
S08000017,Dumfries and Galloway,Health Board,2015,Number In 5 Year Cohort,Count,1501,Children
S08000016,Borders,Health Board,2017,Vaccinated by 5 Years,Count,1143,Children
S08000016,Borders,Health Board,2015,Vaccinated by 5 Years,Count,1121,Children
S08000016,Borders,Health Board,2013,Number In 5 Year Cohort,Count,1156,Children
S08000016,Borders,Health Board,2014,Number In 5 Year Cohort,Count,1169,Children
S08000016,Borders,Health Board,2016,Number In 5 Year Cohort,Count,1141,Children
S08000015,Ayrshire and Arran,Health Board,2017,Vaccinated by 5 Years,Count,3753,Children
S08000016,Borders,Health Board,2018,Number In 5 Year Cohort,Count,1154,Children
S08000016,Borders,Health Board,2017,Number In 5 Year Cohort,Count,1169,Children
S08000016,Borders,Health Board,2015,Number In 5 Year Cohort,Count,1146,Children
S08000017,Dumfries and Galloway,Health Board,2017,Vaccinated by 5 Years,Count,1444,Children
S08000016,Borders,Health Board,2016,Vaccinated by 5 Years,Count,1107,Children
S08000016,Borders,Health Board,2014,Vaccinated by 5 Years,Count,1138,Children
S08000016,Borders,Health Board,2013,Vaccinated by 5 Years,Count,1129,Children
S08000016,Borders,Health Board,2018,Vaccinated by 5 Years,Count,1113,Children
S08000028,Western Isles,Health Board,2017,Vaccinated by 5 Years,Count,259,Children
S08000028,Western Isles,Health Board,2016,Vaccinated by 5 Years,Count,235,Children
S08000028,Western Isles,Health Board,2013,Vaccinated by 5 Years,Count,269,Children
S08000028,Western Isles,Health Board,2018,Vaccinated by 5 Years,Count,264,Children
S08000028,Western Isles,Health Board,2015,Vaccinated by 5 Years,Count,265,Children
S08000028,Western Isles,Health Board,2014,Vaccinated by 5 Years,Count,233,Children
S08000028,Western Isles,Health Board,2013,Number In 5 Year Cohort,Count,275,Children
S08000026,Shetland,Health Board,2018,Number In 5 Year Cohort,Count,246,Children
S08000026,Shetland,Health Board,2016,Number In 5 Year Cohort,Count,260,Children
S08000026,Shetland,Health Board,2018,Vaccinated by 5 Years,Count,235,Children
S08000026,Shetland,Health Board,2014,Vaccinated by 5 Years,Count,273,Children
S08000026,Shetland,Health Board,2017,Number In 5 Year Cohort,Count,289,Children
S08000026,Shetland,Health Board,2015,Number In 5 Year Cohort,Count,273,Children
S08000026,Shetland,Health Board,2013,Vaccinated by 5 Years,Count,245,Children
S08000028,Western Isles,Health Board,2015,Number In 5 Year Cohort,Count,275,Children
S08000028,Western Isles,Health Board,2017,Number In 5 Year Cohort,Count,263,Children
S08000028,Western Isles,Health Board,2014,Number In 5 Year Cohort,Count,237,Children
S08000028,Western Isles,Health Board,2016,Number In 5 Year Cohort,Count,243,Children
S08000026,Shetland,Health Board,2016,Vaccinated by 5 Years,Count,247,Children
S08000026,Shetland,Health Board,2013,Number In 5 Year Cohort,Count,263,Children
S08000028,Western Isles,Health Board,2018,Number In 5 Year Cohort,Count,271,Children
S12000033,Aberdeen City,Local Authority,2009,Number In 5 Year Cohort,Count,1889,Children
S12000033,Aberdeen City,Local Authority,2012,Number In 5 Year Cohort,Count,2247,Children
S12000033,Aberdeen City,Local Authority,2017,Vaccinated by 5 Years,Count,2241,Children
S12000033,Aberdeen City,Local Authority,2010,Vaccinated by 5 Years,Count,1912,Children
S12000030,Stirling,Local Authority,2010,Vaccinated by 5 Years,Count,922,Children
S12000030,Stirling,Local Authority,2008,Number In 5 Year Cohort,Count,949,Children
S12000033,Aberdeen City,Local Authority,2008,Number In 5 Year Cohort,Count,1845,Children
S12000033,Aberdeen City,Local Authority,2015,Vaccinated by 5 Years,Count,2192,Children
S12000033,Aberdeen City,Local Authority,2011,Vaccinated by 5 Years,Count,2047,Children
S12000033,Aberdeen City,Local Authority,2013,Vaccinated by 5 Years,Count,2200,Children
