area_code,reference_area,area_type,year,gender,cancer_type,value,units
S12000013,Na h-Eileanan Siar,Local Authority,2015,All,Lung Cancer,26,Cases
S12000013,Na h-Eileanan Siar,Local Authority,1999,Female,Breast Cancer,27,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2012,All,Malignant Neoplasms,171,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2017,All,Colorectal Cancer,23,Cases
S12000013,Na h-Eileanan Siar,Local Authority,1998,All,Lung Cancer,17,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2001,All,Lung Cancer,29,Cases
S12000013,Na h-Eileanan Siar,Local Authority,1997,Female,Breast Cancer,24,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2014,All,Malignant Neoplasms,189,Cases
S12000013,Na h-Eileanan Siar,Local Authority,1997,All,Lung Cancer,24,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2017,All,Malignant Neoplasms,182,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2011,All,Malignant Neoplasms,212,Cases
S12000013,Na h-Eileanan Siar,Local Authority,1999,All,Lung Cancer,19,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2006,All,Malignant Neoplasms,162,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2009,All,Malignant Neoplasms,193,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2016,Female,Breast Cancer,16,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2016,All,Malignant Neoplasms,186,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2006,All,Colorectal Cancer,22,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2000,All,Colorectal Cancer,23,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2004,All,Colorectal Cancer,26,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2002,All,Malignant Neoplasms,195,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2001,All,Malignant Neoplasms,162,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2016,Male,Malignant Neoplasms,104,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2013,All,Lung Cancer,24,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2015,All,Malignant Neoplasms,191,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2004,All,Malignant Neoplasms,144,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2005,All,Malignant Neoplasms,187,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2007,All,Malignant Neoplasms,196,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2008,All,Malignant Neoplasms,238,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2017,Female,Breast Cancer,38,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2012,Female,Breast Cancer,19,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2013,Female,Breast Cancer,22,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2009,All,Lung Cancer,26,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2003,All,Malignant Neoplasms,164,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2005,Male,Malignant Neoplasms,85,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2008,Male,Malignant Neoplasms,108,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2011,All,Lung Cancer,21,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2007,Male,Malignant Neoplasms,108,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2009,Male,Malignant Neoplasms,106,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2008,All,Colorectal Cancer,25,Cases
S12000013,Na h-Eileanan Siar,Local Authority,1998,Female,Breast Cancer,14,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2009,All,Colorectal Cancer,38,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2006,Male,Malignant Neoplasms,100,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2004,Male,Malignant Neoplasms,77,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2012,All,Lung Cancer,26,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2008,Male,Prostate Cancer,28,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2007,All,Colorectal Cancer,34,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2005,All,Colorectal Cancer,38,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2000,All,Malignant Neoplasms,143,Cases
S12000013,Na h-Eileanan Siar,Local Authority,1999,All,Malignant Neoplasms,174,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2015,Male,Malignant Neoplasms,93,Cases
S12000013,Na h-Eileanan Siar,Local Authority,1998,All,Malignant Neoplasms,166,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2007,Male,Prostate Cancer,22,Cases
S12000013,Na h-Eileanan Siar,Local Authority,1997,All,Malignant Neoplasms,161,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2016,Female,Malignant Neoplasms,82,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2014,Male,Prostate Cancer,14,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2005,Female,Breast Cancer,30,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2004,Female,Breast Cancer,18,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2009,Female,Breast Cancer,17,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2003,All,Lung Cancer,25,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2011,Female,Breast Cancer,46,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2016,Male,Prostate Cancer,25,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2006,Female,Breast Cancer,14,Cases
S12000013,Na h-Eileanan Siar,Local Authority,1998,All,Colorectal Cancer,31,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2002,Female,Breast Cancer,30,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2000,All,Lung Cancer,20,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2007,Female,Malignant Neoplasms,88,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2005,Male,Prostate Cancer,19,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2015,Female,Breast Cancer,17,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2015,Female,Malignant Neoplasms,98,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2016,All,Colorectal Cancer,19,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2001,Male,Prostate Cancer,14,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2004,Male,Prostate Cancer,11,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2010,All,Colorectal Cancer,36,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2011,All,Colorectal Cancer,28,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2012,Male,Prostate Cancer,23,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2002,Female,Malignant Neoplasms,95,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2013,All,Colorectal Cancer,24,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2003,Female,Malignant Neoplasms,69,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2000,Female,Malignant Neoplasms,75,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2014,All,Colorectal Cancer,23,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2007,Female,Breast Cancer,15,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2000,Male,Prostate Cancer,6,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2013,Male,Prostate Cancer,27,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2014,Female,Breast Cancer,37,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2008,Female,Breast Cancer,52,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2007,All,Lung Cancer,37,Cases
S12000013,Na h-Eileanan Siar,Local Authority,1997,All,Colorectal Cancer,28,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2006,All,Lung Cancer,16,Cases
S12000013,Na h-Eileanan Siar,Local Authority,1999,All,Colorectal Cancer,27,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2004,All,Lung Cancer,20,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2001,Female,Malignant Neoplasms,75,Cases
S12000013,Na h-Eileanan Siar,Local Authority,1999,Female,Malignant Neoplasms,92,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2012,All,Colorectal Cancer,27,Cases
S12000013,Na h-Eileanan Siar,Local Authority,1997,Female,Malignant Neoplasms,79,Cases
S12000013,Na h-Eileanan Siar,Local Authority,1998,Female,Malignant Neoplasms,66,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2004,Female,Malignant Neoplasms,67,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2013,Female,Malignant Neoplasms,94,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2003,Male,Prostate Cancer,25,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2010,Female,Malignant Neoplasms,87,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2009,Female,Malignant Neoplasms,87,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2017,Female,Malignant Neoplasms,90,Cases
S12000013,Na h-Eileanan Siar,Local Authority,1998,Male,Prostate Cancer,19,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2017,Male,Malignant Neoplasms,92,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2010,All,Lung Cancer,28,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2006,Male,Prostate Cancer,23,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2014,All,Lung Cancer,33,Cases
S12000013,Na h-Eileanan Siar,Local Authority,1997,Male,Prostate Cancer,15,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2005,All,Lung Cancer,28,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2006,Female,Malignant Neoplasms,62,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2013,All,Malignant Neoplasms,215,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2012,Male,Malignant Neoplasms,102,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2008,Female,Malignant Neoplasms,130,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2005,Female,Malignant Neoplasms,102,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2011,Male,Malignant Neoplasms,105,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2010,Male,Malignant Neoplasms,112,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2014,Female,Malignant Neoplasms,109,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2014,Male,Malignant Neoplasms,80,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2012,Female,Malignant Neoplasms,69,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2003,Female,Breast Cancer,10,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2010,Male,Prostate Cancer,28,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2011,Female,Malignant Neoplasms,107,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2002,Male,Prostate Cancer,19,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2013,Male,Malignant Neoplasms,121,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2011,Male,Prostate Cancer,27,Cases
S12000013,Na h-Eileanan Siar,Local Authority,2010,Female,Breast Cancer,18,Cases
S12000014,Falkirk,Local Authority,2002,All,Lung Cancer,156,Cases
S12000014,Falkirk,Local Authority,2002,Male,Prostate Cancer,88,Cases
S12000014,Falkirk,Local Authority,2016,All,Lung Cancer,141,Cases
S12000014,Falkirk,Local Authority,1997,All,Lung Cancer,105,Cases
S12000014,Falkirk,Local Authority,2000,Male,Prostate Cancer,69,Cases
S12000014,Falkirk,Local Authority,2003,Male,Prostate Cancer,104,Cases
S12000014,Falkirk,Local Authority,2006,Male,Prostate Cancer,100,Cases
S12000014,Falkirk,Local Authority,2014,All,Lung Cancer,171,Cases
S12000014,Falkirk,Local Authority,2015,Male,Prostate Cancer,97,Cases
S12000014,Falkirk,Local Authority,2000,All,Lung Cancer,119,Cases
S12000014,Falkirk,Local Authority,1999,Male,Prostate Cancer,76,Cases
S12000014,Falkirk,Local Authority,2005,Male,Prostate Cancer,97,Cases
S12000014,Falkirk,Local Authority,2013,All,Lung Cancer,159,Cases
S12000014,Falkirk,Local Authority,2004,Male,Prostate Cancer,107,Cases
S12000014,Falkirk,Local Authority,1998,All,Lung Cancer,141,Cases
S12000014,Falkirk,Local Authority,2010,All,Lung Cancer,152,Cases
S12000014,Falkirk,Local Authority,1999,All,Lung Cancer,135,Cases
S12000014,Falkirk,Local Authority,2011,All,Lung Cancer,146,Cases
S12000014,Falkirk,Local Authority,2006,Female,Malignant Neoplasms,415,Cases
S12000014,Falkirk,Local Authority,1998,Male,Prostate Cancer,53,Cases
S12000014,Falkirk,Local Authority,2012,All,Lung Cancer,144,Cases
S12000014,Falkirk,Local Authority,1997,Male,Prostate Cancer,71,Cases
S12000014,Falkirk,Local Authority,2001,All,Lung Cancer,131,Cases
S12000014,Falkirk,Local Authority,2007,Male,Prostate Cancer,76,Cases
S12000014,Falkirk,Local Authority,2008,Female,Breast Cancer,89,Cases
S12000014,Falkirk,Local Authority,2007,Female,Breast Cancer,161,Cases
S12000014,Falkirk,Local Authority,2005,Male,Malignant Neoplasms,407,Cases
S12000014,Falkirk,Local Authority,2016,Male,Prostate Cancer,99,Cases
S12000014,Falkirk,Local Authority,2012,All,Colorectal Cancer,109,Cases
S12000014,Falkirk,Local Authority,2015,Male,Malignant Neoplasms,433,Cases
S12000014,Falkirk,Local Authority,2007,Male,Malignant Neoplasms,382,Cases
S12000014,Falkirk,Local Authority,2015,Female,Breast Cancer,164,Cases
S12000014,Falkirk,Local Authority,2016,All,Colorectal Cancer,104,Cases
S12000014,Falkirk,Local Authority,2006,Male,Malignant Neoplasms,403,Cases
S12000014,Falkirk,Local Authority,2009,Male,Prostate Cancer,99,Cases
S12000014,Falkirk,Local Authority,2001,Male,Malignant Neoplasms,351,Cases
S12000014,Falkirk,Local Authority,2000,Male,Malignant Neoplasms,362,Cases
S12000014,Falkirk,Local Authority,2008,Male,Prostate Cancer,77,Cases
S12000014,Falkirk,Local Authority,2008,Male,Malignant Neoplasms,426,Cases
S12000014,Falkirk,Local Authority,2017,All,Colorectal Cancer,111,Cases
S12000014,Falkirk,Local Authority,2003,Male,Malignant Neoplasms,437,Cases
S12000014,Falkirk,Local Authority,2009,Male,Malignant Neoplasms,447,Cases
S12000014,Falkirk,Local Authority,2005,All,Colorectal Cancer,89,Cases
S12000014,Falkirk,Local Authority,2011,All,Colorectal Cancer,128,Cases
S12000014,Falkirk,Local Authority,2006,All,Colorectal Cancer,129,Cases
S12000014,Falkirk,Local Authority,1997,Female,Malignant Neoplasms,326,Cases
S12000014,Falkirk,Local Authority,1999,Female,Breast Cancer,105,Cases
S12000014,Falkirk,Local Authority,2013,All,Colorectal Cancer,114,Cases
S12000014,Falkirk,Local Authority,2010,All,Colorectal Cancer,101,Cases
S12000014,Falkirk,Local Authority,2014,All,Colorectal Cancer,95,Cases
S12000014,Falkirk,Local Authority,2004,All,Colorectal Cancer,92,Cases
S12000014,Falkirk,Local Authority,2007,All,Colorectal Cancer,107,Cases
S12000014,Falkirk,Local Authority,2009,All,Colorectal Cancer,99,Cases
S12000014,Falkirk,Local Authority,2003,All,Colorectal Cancer,98,Cases
S12000014,Falkirk,Local Authority,1999,Female,Malignant Neoplasms,394,Cases
S12000014,Falkirk,Local Authority,1998,Female,Malignant Neoplasms,391,Cases
S12000014,Falkirk,Local Authority,2008,All,Colorectal Cancer,123,Cases
S12000014,Falkirk,Local Authority,2015,All,Colorectal Cancer,96,Cases
S12000014,Falkirk,Local Authority,2017,Male,Malignant Neoplasms,502,Cases
S12000014,Falkirk,Local Authority,2011,Female,Malignant Neoplasms,424,Cases
S12000014,Falkirk,Local Authority,2011,Male,Malignant Neoplasms,403,Cases
S12000014,Falkirk,Local Authority,2011,All,Malignant Neoplasms,827,Cases
S12000014,Falkirk,Local Authority,2014,All,Malignant Neoplasms,842,Cases
S12000014,Falkirk,Local Authority,2010,All,Malignant Neoplasms,882,Cases
S12000014,Falkirk,Local Authority,2009,All,Malignant Neoplasms,890,Cases
S12000014,Falkirk,Local Authority,2010,Female,Malignant Neoplasms,478,Cases
S12000014,Falkirk,Local Authority,2013,Female,Malignant Neoplasms,459,Cases
S12000014,Falkirk,Local Authority,2014,Male,Malignant Neoplasms,418,Cases
S12000014,Falkirk,Local Authority,2014,Female,Malignant Neoplasms,424,Cases
S12000014,Falkirk,Local Authority,2007,All,Malignant Neoplasms,822,Cases
S12000014,Falkirk,Local Authority,2013,Male,Malignant Neoplasms,413,Cases
S12000014,Falkirk,Local Authority,2012,All,Malignant Neoplasms,888,Cases
S12000014,Falkirk,Local Authority,2012,Female,Malignant Neoplasms,495,Cases
S12000014,Falkirk,Local Authority,2010,Male,Malignant Neoplasms,404,Cases
S12000014,Falkirk,Local Authority,2005,All,Malignant Neoplasms,753,Cases
S12000014,Falkirk,Local Authority,2002,Male,Malignant Neoplasms,407,Cases
S12000014,Falkirk,Local Authority,1998,Male,Malignant Neoplasms,329,Cases
S12000014,Falkirk,Local Authority,2004,Male,Malignant Neoplasms,386,Cases
S12000014,Falkirk,Local Authority,2010,Female,Breast Cancer,174,Cases
S12000014,Falkirk,Local Authority,1997,Female,Breast Cancer,70,Cases
S12000014,Falkirk,Local Authority,2008,All,Malignant Neoplasms,803,Cases
S12000014,Falkirk,Local Authority,2014,Female,Breast Cancer,104,Cases
S12000014,Falkirk,Local Authority,2017,All,Malignant Neoplasms,959,Cases
S12000014,Falkirk,Local Authority,2006,All,Malignant Neoplasms,818,Cases
S12000014,Falkirk,Local Authority,2017,Female,Malignant Neoplasms,457,Cases
S12000014,Falkirk,Local Authority,2013,All,Malignant Neoplasms,872,Cases
S12000014,Falkirk,Local Authority,2012,Male,Malignant Neoplasms,393,Cases
S12000014,Falkirk,Local Authority,1997,Male,Malignant Neoplasms,357,Cases
S12000014,Falkirk,Local Authority,2016,Male,Malignant Neoplasms,455,Cases
S12000014,Falkirk,Local Authority,1999,Male,Malignant Neoplasms,370,Cases
S12000014,Falkirk,Local Authority,2006,Female,Breast Cancer,113,Cases
S12000014,Falkirk,Local Authority,2000,All,Malignant Neoplasms,710,Cases
S12000014,Falkirk,Local Authority,2003,Female,Breast Cancer,94,Cases
S12000014,Falkirk,Local Authority,2013,Female,Breast Cancer,145,Cases
S12000014,Falkirk,Local Authority,2001,Male,Prostate Cancer,70,Cases
S12000014,Falkirk,Local Authority,2006,All,Lung Cancer,136,Cases
S12000014,Falkirk,Local Authority,2003,All,Lung Cancer,137,Cases
S12000014,Falkirk,Local Authority,2004,Female,Breast Cancer,187,Cases
S12000014,Falkirk,Local Authority,2017,All,Lung Cancer,162,Cases
S12000014,Falkirk,Local Authority,2015,Female,Malignant Neoplasms,481,Cases
S12000014,Falkirk,Local Authority,2017,Female,Breast Cancer,110,Cases
S12000014,Falkirk,Local Authority,2012,Female,Breast Cancer,160,Cases
S12000014,Falkirk,Local Authority,2005,Female,Breast Cancer,74,Cases
S12000014,Falkirk,Local Authority,2017,Male,Prostate Cancer,129,Cases
S12000014,Falkirk,Local Authority,1998,Female,Breast Cancer,120,Cases
S12000014,Falkirk,Local Authority,2011,Male,Prostate Cancer,81,Cases
S12000014,Falkirk,Local Authority,2010,Male,Prostate Cancer,73,Cases
S12000014,Falkirk,Local Authority,2008,Female,Malignant Neoplasms,377,Cases
S12000014,Falkirk,Local Authority,2003,All,Malignant Neoplasms,821,Cases
S12000014,Falkirk,Local Authority,2004,All,Malignant Neoplasms,878,Cases
S12000014,Falkirk,Local Authority,2007,All,Lung Cancer,140,Cases
S12000014,Falkirk,Local Authority,2009,Female,Breast Cancer,135,Cases
S12000014,Falkirk,Local Authority,2002,All,Malignant Neoplasms,730,Cases
S12000014,Falkirk,Local Authority,2001,All,Malignant Neoplasms,731,Cases
S12000014,Falkirk,Local Authority,2007,Female,Malignant Neoplasms,440,Cases
S12000014,Falkirk,Local Authority,2009,Female,Malignant Neoplasms,443,Cases
S12000014,Falkirk,Local Authority,2005,Female,Malignant Neoplasms,346,Cases
S12000014,Falkirk,Local Authority,2005,All,Lung Cancer,133,Cases
S12000014,Falkirk,Local Authority,2011,Female,Breast Cancer,107,Cases
S12000014,Falkirk,Local Authority,2015,All,Lung Cancer,133,Cases
S12000014,Falkirk,Local Authority,2008,All,Lung Cancer,119,Cases
S12000014,Falkirk,Local Authority,2009,All,Lung Cancer,155,Cases
S12000014,Falkirk,Local Authority,2004,All,Lung Cancer,125,Cases
S12000014,Falkirk,Local Authority,2000,Female,Breast Cancer,99,Cases
S12000014,Falkirk,Local Authority,2016,Female,Malignant Neoplasms,482,Cases
S12000014,Falkirk,Local Authority,1997,All,Malignant Neoplasms,683,Cases
S12000014,Falkirk,Local Authority,1997,All,Colorectal Cancer,84,Cases
S12000014,Falkirk,Local Authority,2015,All,Malignant Neoplasms,914,Cases
S12000014,Falkirk,Local Authority,2012,Male,Prostate Cancer,57,Cases
S12000014,Falkirk,Local Authority,2016,Female,Breast Cancer,137,Cases
S12000014,Falkirk,Local Authority,2013,Male,Prostate Cancer,66,Cases
S12000014,Falkirk,Local Authority,1998,All,Colorectal Cancer,83,Cases
S12000014,Falkirk,Local Authority,2001,All,Colorectal Cancer,79,Cases
S12000014,Falkirk,Local Authority,2002,Female,Breast Cancer,76,Cases
S12000014,Falkirk,Local Authority,2002,All,Colorectal Cancer,93,Cases
S12000014,Falkirk,Local Authority,2000,All,Colorectal Cancer,95,Cases
S12000014,Falkirk,Local Authority,1999,All,Colorectal Cancer,92,Cases
S12000014,Falkirk,Local Authority,2014,Male,Prostate Cancer,81,Cases
S12000014,Falkirk,Local Authority,2002,Female,Malignant Neoplasms,323,Cases
S12000014,Falkirk,Local Authority,2000,Female,Malignant Neoplasms,348,Cases
S12000014,Falkirk,Local Authority,2001,Female,Malignant Neoplasms,380,Cases
S12000014,Falkirk,Local Authority,2003,Female,Malignant Neoplasms,384,Cases
S12000014,Falkirk,Local Authority,1998,All,Malignant Neoplasms,720,Cases
S12000014,Falkirk,Local Authority,2001,Female,Breast Cancer,108,Cases
S12000014,Falkirk,Local Authority,2004,Female,Malignant Neoplasms,492,Cases
S12000014,Falkirk,Local Authority,2016,All,Malignant Neoplasms,937,Cases
S12000014,Falkirk,Local Authority,1999,All,Malignant Neoplasms,764,Cases
S12000017,Highland,Local Authority,2016,Male,Prostate Cancer,130,Cases
S12000017,Highland,Local Authority,1998,Female,Breast Cancer,167,Cases
S12000017,Highland,Local Authority,2012,Female,Malignant Neoplasms,684,Cases
S12000017,Highland,Local Authority,2007,Female,Breast Cancer,217,Cases
S12000017,Highland,Local Authority,2013,Female,Malignant Neoplasms,735,Cases
S12000017,Highland,Local Authority,2008,Female,Breast Cancer,187,Cases
S12000017,Highland,Local Authority,1999,Female,Breast Cancer,150,Cases
S12000017,Highland,Local Authority,2006,Female,Breast Cancer,203,Cases
S12000017,Highland,Local Authority,2015,Female,Breast Cancer,259,Cases
S12000017,Highland,Local Authority,2009,Female,Breast Cancer,223,Cases
S12000017,Highland,Local Authority,2014,Female,Malignant Neoplasms,694,Cases
S12000017,Highland,Local Authority,2005,Female,Breast Cancer,171,Cases
S12000017,Highland,Local Authority,2004,Female,Breast Cancer,180,Cases
S12000017,Highland,Local Authority,2008,Female,Malignant Neoplasms,670,Cases
S12000017,Highland,Local Authority,2015,Female,Malignant Neoplasms,729,Cases
S12000017,Highland,Local Authority,2006,Female,Malignant Neoplasms,644,Cases
S12000017,Highland,Local Authority,2003,Female,Malignant Neoplasms,573,Cases
S12000017,Highland,Local Authority,2002,Female,Malignant Neoplasms,512,Cases
S12000017,Highland,Local Authority,2012,Male,Prostate Cancer,133,Cases
S12000017,Highland,Local Authority,2009,Female,Malignant Neoplasms,730,Cases
S12000017,Highland,Local Authority,2001,Female,Malignant Neoplasms,576,Cases
S12000017,Highland,Local Authority,2017,Male,Prostate Cancer,187,Cases
S12000017,Highland,Local Authority,2005,Female,Malignant Neoplasms,571,Cases
S12000017,Highland,Local Authority,2014,Male,Prostate Cancer,161,Cases
S12000017,Highland,Local Authority,2007,Female,Malignant Neoplasms,702,Cases
S12000017,Highland,Local Authority,2004,Female,Malignant Neoplasms,584,Cases
S12000017,Highland,Local Authority,2000,Female,Breast Cancer,168,Cases
S12000017,Highland,Local Authority,2003,Female,Breast Cancer,174,Cases
S12000017,Highland,Local Authority,1997,Female,Malignant Neoplasms,562,Cases
S12000017,Highland,Local Authority,2016,Female,Malignant Neoplasms,670,Cases
S12000017,Highland,Local Authority,1998,Female,Malignant Neoplasms,585,Cases
S12000017,Highland,Local Authority,2000,Female,Malignant Neoplasms,578,Cases
S12000017,Highland,Local Authority,1999,Male,Prostate Cancer,125,Cases
S12000017,Highland,Local Authority,1998,Male,Prostate Cancer,123,Cases
S12000017,Highland,Local Authority,1999,Female,Malignant Neoplasms,535,Cases
S12000017,Highland,Local Authority,2000,Male,Prostate Cancer,131,Cases
S12000017,Highland,Local Authority,1997,Male,Prostate Cancer,110,Cases
S12000017,Highland,Local Authority,2003,Male,Prostate Cancer,155,Cases
S12000017,Highland,Local Authority,2001,Female,Breast Cancer,161,Cases
S12000017,Highland,Local Authority,2012,Female,Breast Cancer,222,Cases
S12000017,Highland,Local Authority,2017,Female,Breast Cancer,205,Cases
S12000017,Highland,Local Authority,2011,Female,Breast Cancer,181,Cases
S12000017,Highland,Local Authority,2002,Female,Breast Cancer,129,Cases
S12000017,Highland,Local Authority,2016,Female,Breast Cancer,210,Cases
S12000017,Highland,Local Authority,2001,Male,Prostate Cancer,89,Cases
S12000017,Highland,Local Authority,2010,Female,Malignant Neoplasms,710,Cases
S12000017,Highland,Local Authority,2002,Male,Prostate Cancer,137,Cases
S12000017,Highland,Local Authority,2017,Female,Malignant Neoplasms,671,Cases
S12000017,Highland,Local Authority,2014,Female,Breast Cancer,183,Cases
S12000017,Highland,Local Authority,2013,Female,Breast Cancer,233,Cases
S12000017,Highland,Local Authority,2011,Female,Malignant Neoplasms,673,Cases
S12000017,Highland,Local Authority,2006,Male,Prostate Cancer,184,Cases
S12000017,Highland,Local Authority,2007,Male,Prostate Cancer,193,Cases
S12000017,Highland,Local Authority,2005,Male,Prostate Cancer,153,Cases
S12000017,Highland,Local Authority,2013,Male,Prostate Cancer,173,Cases
S12000017,Highland,Local Authority,2004,Male,Prostate Cancer,133,Cases
S12000017,Highland,Local Authority,2008,Male,Prostate Cancer,154,Cases
S12000017,Highland,Local Authority,2010,Female,Breast Cancer,235,Cases
S12000017,Highland,Local Authority,2010,Male,Prostate Cancer,161,Cases
S12000017,Highland,Local Authority,1997,Female,Breast Cancer,164,Cases
S12000017,Highland,Local Authority,2009,Male,Prostate Cancer,148,Cases
S12000017,Highland,Local Authority,2015,Male,Prostate Cancer,169,Cases
S12000017,Highland,Local Authority,2011,Male,Prostate Cancer,134,Cases
S12000017,Highland,Local Authority,1999,All,Lung Cancer,134,Cases
S12000017,Highland,Local Authority,2001,All,Malignant Neoplasms,1117,Cases
S12000017,Highland,Local Authority,2000,All,Lung Cancer,139,Cases
S12000017,Highland,Local Authority,2004,All,Lung Cancer,162,Cases
S12000017,Highland,Local Authority,2005,All,Lung Cancer,156,Cases
S12000017,Highland,Local Authority,2016,All,Lung Cancer,188,Cases
S12000017,Highland,Local Authority,1997,All,Lung Cancer,157,Cases
S12000017,Highland,Local Authority,2001,All,Lung Cancer,166,Cases
S12000017,Highland,Local Authority,1998,All,Lung Cancer,156,Cases
S12000017,Highland,Local Authority,2015,All,Lung Cancer,182,Cases
S12000017,Highland,Local Authority,2007,All,Lung Cancer,200,Cases
