FeatureCode,DateCode,Measurement,Units,Value
S12000013,2010,Ratio,Percent Of 16 to 19 Year Olds,6
S12000036,2010,Ratio,Percent Of 16 to 19 Year Olds,7.6
S12000041,2010,Ratio,Percent Of 16 to 19 Year Olds,9.3
S12000027,2010,Count,16 to 19 Year Olds,70
S12000014,2010,Ratio,Percent Of 16 to 19 Year Olds,10.5
S12000018,2010,Ratio,Percent Of 16 to 19 Year Olds,10
S12000017,2010,Ratio,Percent Of 16 to 19 Year Olds,9.5
S12000050,2010,Count,16 to 19 Year Olds,2020
S12000028,2010,Count,16 to 19 Year Olds,570
S12000040,2010,Count,16 to 19 Year Olds,920
S12000019,2010,Ratio,Percent Of 16 to 19 Year Olds,11.9
S12000050,2010,Ratio,Percent Of 16 to 19 Year Olds,12.1
S12000026,2010,Count,16 to 19 Year Olds,450
S12000029,2010,Count,16 to 19 Year Olds,1660
S12000041,2010,Count,16 to 19 Year Olds,500
S12000049,2010,Ratio,Percent Of 16 to 19 Year Olds,11.4
S12000048,2010,Ratio,Percent Of 16 to 19 Year Olds,7
S12000030,2010,Count,16 to 19 Year Olds,410
S12000042,2010,Ratio,Percent Of 16 to 19 Year Olds,11.1
S12000047,2010,Ratio,Percent Of 16 to 19 Year Olds,10.3
S12000039,2010,Ratio,Percent Of 16 to 19 Year Olds,12.3
S12000040,2010,Ratio,Percent Of 16 to 19 Year Olds,10.4
S12000045,2010,Ratio,Percent Of 16 to 19 Year Olds,6.1
S12000017,2010,Count,16 to 19 Year Olds,960
S12000047,2010,Count,16 to 19 Year Olds,1950
S12000030,2010,Ratio,Percent Of 16 to 19 Year Olds,7
S12000008,2010,Ratio,Percent Of 16 to 19 Year Olds,12
S12000018,2010,Count,16 to 19 Year Olds,400
S12000038,2010,Count,16 to 19 Year Olds,850
S12000035,2010,Ratio,Percent Of 16 to 19 Year Olds,8.4
S12000034,2010,Ratio,Percent Of 16 to 19 Year Olds,5.7
S12000035,2010,Count,16 to 19 Year Olds,360
S12000029,2010,Ratio,Percent Of 16 to 19 Year Olds,10.5
S12000028,2010,Ratio,Percent Of 16 to 19 Year Olds,10.8
S12000023,2010,Count,16 to 19 Year Olds,50
S12000048,2010,Count,16 to 19 Year Olds,500
S12000019,2010,Count,16 to 19 Year Olds,510
S12000013,2010,Count,16 to 19 Year Olds,70
S12000010,2010,Count,16 to 19 Year Olds,480
S12000006,2010,Ratio,Percent Of 16 to 19 Year Olds,8.5
S12000045,2010,Count,16 to 19 Year Olds,340
S12000014,2010,Count,16 to 19 Year Olds,840
S12000010,2010,Ratio,Percent Of 16 to 19 Year Olds,9.3
S12000011,2010,Ratio,Percent Of 16 to 19 Year Olds,5.6
S12000034,2010,Count,16 to 19 Year Olds,680
S12000005,2010,Ratio,Percent Of 16 to 19 Year Olds,13
S12000008,2010,Count,16 to 19 Year Olds,760
