area_code,reference_area,area_type,year,gender,age,measure_type,value,units
S12000019,Midlothian,local authority,2005,All,16-64,Count,8600,persons
S12000019,Midlothian,local authority,2005,Male,16-64,Count,3500,persons
S12000019,Midlothian,local authority,2005,All,50-64,Ratio,30.1,%%
S12000019,Midlothian,local authority,2005,Female,50-64,Ratio,39,%%
S12000019,Midlothian,local authority,2005,Male,50-64,Count,1700,persons
S12000019,Midlothian,local authority,2005,Female,50-64,Count,2500,persons
S12000019,Midlothian,local authority,2005,Male,50-64,Ratio,22.6,%%
S12000020,Moray,local authority,2005,Female,50-64,Ratio,33.1,%%
S12000020,Moray,local authority,2005,All,50-64,Ratio,26.5,%%
S12000020,Moray,local authority,2005,All,50-64,Count,3900,persons
S12000020,Moray,local authority,2005,Female,50-64,Count,2200,persons
S12000020,Moray,local authority,2005,Female,35-49,Ratio,17.4,%%
S12000020,Moray,local authority,2005,All,35-49,Ratio,15.2,%%
S12000020,Moray,local authority,2005,Male,35-49,Ratio,13.1,%%
S12000020,Moray,local authority,2005,Male,16-64,Count,3900,persons
S12000020,Moray,local authority,2005,All,35-49,Count,3000,persons
S12000020,Moray,local authority,2005,All,16-64,Count,8900,persons
S12000020,Moray,local authority,2005,Female,16-64,Count,5000,persons
S12000020,Moray,local authority,2005,Male,50-64,Ratio,21.2,%%
S12000020,Moray,local authority,2005,Male,35-49,Count,1300,persons
S12000020,Moray,local authority,2005,Female,35-49,Count,1700,persons
S12000020,Moray,local authority,2005,All,16-64,Ratio,16.6,%%
S12000020,Moray,local authority,2005,Male,50-64,Count,1700,persons
S12000020,Moray,local authority,2005,Male,16-64,Ratio,14,%%
S12000020,Moray,local authority,2005,Female,16-64,Ratio,19.5,%%
S12000021,North Ayrshire,local authority,2005,Female,50-64,Count,3800,persons
S12000021,North Ayrshire,local authority,2005,Male,50-64,Count,2200,persons
S12000021,North Ayrshire,local authority,2005,Male,35-49,Count,2600,persons
S12000021,North Ayrshire,local authority,2005,All,50-64,Count,6100,persons
S12000021,North Ayrshire,local authority,2005,Female,50-64,Ratio,38.2,%%
S12000021,North Ayrshire,local authority,2005,All,50-64,Ratio,27.4,%%
S12000021,North Ayrshire,local authority,2005,Male,50-64,Ratio,18.5,%%
S12000021,North Ayrshire,local authority,2005,Female,16-64,Count,9300,persons
S12000021,North Ayrshire,local authority,2005,Male,16-64,Count,6100,persons
S12000021,North Ayrshire,local authority,2005,All,16-64,Count,15400,persons
S12000021,North Ayrshire,local authority,2005,All,35-49,Count,6500,persons
S12000021,North Ayrshire,local authority,2005,Female,35-49,Count,3900,persons
S12000021,North Ayrshire,local authority,2005,All,25-34,Count,1700,persons
S12000021,North Ayrshire,local authority,2005,All,25-34,Ratio,11.3,%%
S12000021,North Ayrshire,local authority,2005,Male,16-64,Ratio,14.7,%%
S12000021,North Ayrshire,local authority,2005,All,35-49,Ratio,20.3,%%
S12000021,North Ayrshire,local authority,2005,All,16-64,Ratio,18.5,%%
S12000021,North Ayrshire,local authority,2005,Female,16-64,Ratio,22.3,%%
S12000021,North Ayrshire,local authority,2005,Female,35-49,Ratio,23.2,%%
S12000021,North Ayrshire,local authority,2005,Male,35-49,Ratio,17.2,%%
S12000023,Orkney Islands,local authority,2005,All,16-64,Count,1300,persons
S12000023,Orkney Islands,local authority,2005,All,16-64,Ratio,10.9,%%
S12000026,Scottish Borders,local authority,2005,Male,35-49,Ratio,13.7,%%
S12000026,Scottish Borders,local authority,2005,All,50-64,Ratio,17.8,%%
S12000026,Scottish Borders,local authority,2005,Female,35-49,Ratio,14.9,%%
S12000026,Scottish Borders,local authority,2005,Female,50-64,Ratio,21.1,%%
S12000026,Scottish Borders,local authority,2005,Male,50-64,Ratio,15.3,%%
S12000026,Scottish Borders,local authority,2005,All,16-64,Ratio,14,%%
S12000026,Scottish Borders,local authority,2005,All,35-49,Ratio,14.3,%%
S12000026,Scottish Borders,local authority,2005,Female,16-64,Ratio,14.5,%%
S12000026,Scottish Borders,local authority,2005,Male,16-64,Ratio,13.6,%%
S12000026,Scottish Borders,local authority,2005,Male,50-64,Count,1700,persons
S12000026,Scottish Borders,local authority,2005,Female,50-64,Count,1800,persons
S12000026,Scottish Borders,local authority,2005,Female,35-49,Count,2000,persons
S12000026,Scottish Borders,local authority,2005,Male,35-49,Count,1700,persons
S12000026,Scottish Borders,local authority,2005,All,50-64,Count,3500,persons
S12000026,Scottish Borders,local authority,2005,Female,16-64,Count,4600,persons
S12000026,Scottish Borders,local authority,2005,All,16-64,Count,9100,persons
S12000026,Scottish Borders,local authority,2005,All,35-49,Count,3600,persons
S12000026,Scottish Borders,local authority,2005,Male,16-64,Count,4500,persons
S12000027,Shetland Islands,local authority,2005,All,16-64,Count,1300,persons
S12000027,Shetland Islands,local authority,2005,All,16-64,Ratio,9.8,%%
S12000028,South Ayrshire,local authority,2005,Male,35-49,Count,2100,persons
S12000028,South Ayrshire,local authority,2005,All,50-64,Count,5000,persons
S12000028,South Ayrshire,local authority,2005,Female,35-49,Count,2000,persons
S12000028,South Ayrshire,local authority,2005,Male,50-64,Count,2200,persons
S12000028,South Ayrshire,local authority,2005,Female,50-64,Count,2800,persons
S12000028,South Ayrshire,local authority,2005,Female,16-64,Count,5900,persons
S12000028,South Ayrshire,local authority,2005,Male,16-64,Count,5700,persons
S12000028,South Ayrshire,local authority,2005,All,16-64,Count,11600,persons
S12000028,South Ayrshire,local authority,2005,All,35-49,Count,4200,persons
S12000028,South Ayrshire,local authority,2005,All,25-34,Count,1400,persons
S12000028,South Ayrshire,local authority,2005,Female,35-49,Ratio,16.2,%%
S12000028,South Ayrshire,local authority,2005,Male,35-49,Ratio,18.6,%%
S12000028,South Ayrshire,local authority,2005,All,35-49,Ratio,17.3,%%
S12000028,South Ayrshire,local authority,2005,Female,50-64,Ratio,30.3,%%
S12000028,South Ayrshire,local authority,2005,Male,50-64,Ratio,19.4,%%
S12000028,South Ayrshire,local authority,2005,All,50-64,Ratio,24.3,%%
S12000028,South Ayrshire,local authority,2005,Female,16-64,Ratio,17.9,%%
S12000028,South Ayrshire,local authority,2005,Male,16-64,Ratio,16.8,%%
S12000028,South Ayrshire,local authority,2005,All,16-64,Ratio,17.3,%%
S12000028,South Ayrshire,local authority,2005,All,25-34,Ratio,12.7,%%
S12000029,South Lanarkshire,local authority,2005,Female,25-34,Ratio,18.7,%%
S12000029,South Lanarkshire,local authority,2005,All,35-49,Ratio,18.6,%%
S12000029,South Lanarkshire,local authority,2005,All,25-34,Ratio,15.5,%%
S12000029,South Lanarkshire,local authority,2005,Male,35-49,Ratio,14,%%
S12000029,South Lanarkshire,local authority,2005,Female,35-49,Ratio,22.6,%%
S12000029,South Lanarkshire,local authority,2005,All,16-64,Ratio,18.9,%%
S12000029,South Lanarkshire,local authority,2005,Male,50-64,Ratio,23,%%
S12000029,South Lanarkshire,local authority,2005,Male,16-64,Ratio,16,%%
S12000029,South Lanarkshire,local authority,2005,Female,16-64,Ratio,21.9,%%
S12000029,South Lanarkshire,local authority,2005,Female,25-34,Count,3600,persons
S12000029,South Lanarkshire,local authority,2005,All,35-49,Count,13400,persons
S12000029,South Lanarkshire,local authority,2005,All,50-64,Ratio,27.8,%%
S12000029,South Lanarkshire,local authority,2005,Male,35-49,Count,4700,persons
S12000029,South Lanarkshire,local authority,2005,All,50-64,Count,13900,persons
S12000029,South Lanarkshire,local authority,2005,Female,35-49,Count,8700,persons
S12000029,South Lanarkshire,local authority,2005,All,25-34,Count,5700,persons
S12000029,South Lanarkshire,local authority,2005,All,16-64,Count,36400,persons
S12000029,South Lanarkshire,local authority,2005,Male,16-64,Count,15500,persons
S12000029,South Lanarkshire,local authority,2005,Female,50-64,Ratio,34,%%
S12000029,South Lanarkshire,local authority,2005,Female,16-64,Count,21000,persons
S12000029,South Lanarkshire,local authority,2005,Male,50-64,Count,6400,persons
S12000029,South Lanarkshire,local authority,2005,Female,50-64,Count,7500,persons
S12000030,Stirling,local authority,2005,Male,16-64,Ratio,12,%%
S12000030,Stirling,local authority,2005,Female,16-64,Ratio,14.5,%%
S12000030,Stirling,local authority,2005,All,35-49,Ratio,11.6,%%
S12000030,Stirling,local authority,2005,All,35-49,Count,2200,persons
S12000030,Stirling,local authority,2005,All,16-64,Ratio,13.3,%%
S12000030,Stirling,local authority,2005,Male,16-64,Count,3200,persons
S12000030,Stirling,local authority,2005,Female,16-64,Count,3900,persons
S12000030,Stirling,local authority,2005,Female,35-49,Ratio,15.8,%%
S12000030,Stirling,local authority,2005,All,50-64,Ratio,18.4,%%
S12000030,Stirling,local authority,2005,All,50-64,Count,2700,persons
S12000030,Stirling,local authority,2005,All,16-64,Count,7100,persons
S12000030,Stirling,local authority,2005,Male,50-64,Count,1200,persons
S12000030,Stirling,local authority,2005,Female,50-64,Count,1500,persons
S12000030,Stirling,local authority,2005,Female,50-64,Ratio,21.9,%%
S12000030,Stirling,local authority,2005,Female,35-49,Count,1500,persons
S12000030,Stirling,local authority,2005,Male,50-64,Ratio,15.4,%%
S12000033,Aberdeen City,local authority,2005,Male,16-64,Count,9200,persons
S12000033,Aberdeen City,local authority,2005,Female,50-64,Count,5100,persons
S12000033,Aberdeen City,local authority,2005,All,50-64,Count,8900,persons
S12000033,Aberdeen City,local authority,2005,Male,50-64,Count,3800,persons
S12000033,Aberdeen City,local authority,2005,All,35-49,Count,6200,persons
S12000033,Aberdeen City,local authority,2005,Female,35-49,Count,3800,persons
S12000033,Aberdeen City,local authority,2005,All,50-64,Ratio,26.9,%%
S12000033,Aberdeen City,local authority,2005,Female,50-64,Ratio,33.6,%%
S12000033,Aberdeen City,local authority,2005,All,35-49,Ratio,14.5,%%
S12000033,Aberdeen City,local authority,2005,Female,35-49,Ratio,17.8,%%
S12000033,Aberdeen City,local authority,2005,All,16-64,Count,20700,persons
S12000033,Aberdeen City,local authority,2005,Female,16-64,Count,11500,persons
S12000033,Aberdeen City,local authority,2005,Male,50-64,Ratio,21,%%
S12000033,Aberdeen City,local authority,2005,Female,16-64,Ratio,17.2,%%
S12000033,Aberdeen City,local authority,2005,All,16-64,Ratio,15,%%
S12000033,Aberdeen City,local authority,2005,Male,16-64,Ratio,12.9,%%
S12000034,Aberdeenshire,local authority,2005,Male,50-64,Ratio,15.1,%%
S12000034,Aberdeenshire,local authority,2005,Female,50-64,Ratio,24.9,%%
S12000034,Aberdeenshire,local authority,2005,Female,16-64,Ratio,11.8,%%
S12000034,Aberdeenshire,local authority,2005,Male,16-64,Ratio,12.3,%%
S12000034,Aberdeenshire,local authority,2005,All,16-64,Ratio,12.1,%%
S12000034,Aberdeenshire,local authority,2005,All,50-64,Ratio,19.3,%%
S12000034,Aberdeenshire,local authority,2005,All,35-49,Ratio,9.1,%%
S12000034,Aberdeenshire,local authority,2005,Male,16-64,Count,9400,persons
S12000034,Aberdeenshire,local authority,2005,All,35-49,Count,5100,persons
S12000034,Aberdeenshire,local authority,2005,Female,16-64,Count,8300,persons
S12000034,Aberdeenshire,local authority,2005,Female,50-64,Count,4500,persons
S12000034,Aberdeenshire,local authority,2005,Male,50-64,Count,3600,persons
S12000034,Aberdeenshire,local authority,2005,All,50-64,Count,8200,persons
S12000034,Aberdeenshire,local authority,2005,All,16-64,Count,17800,persons
S12000035,Argyll and Bute,local authority,2005,All,50-64,Ratio,21.2,%%
S12000035,Argyll and Bute,local authority,2005,All,16-64,Ratio,15.5,%%
S12000035,Argyll and Bute,local authority,2005,Male,50-64,Ratio,17.6,%%
S12000035,Argyll and Bute,local authority,2005,Female,50-64,Ratio,25.8,%%
S12000035,Argyll and Bute,local authority,2005,All,35-49,Ratio,13.4,%%
S12000035,Argyll and Bute,local authority,2005,Female,35-49,Ratio,17.7,%%
S12000035,Argyll and Bute,local authority,2005,Female,16-64,Ratio,18.4,%%
S12000035,Argyll and Bute,local authority,2005,Male,16-64,Ratio,12.8,%%
S12000035,Argyll and Bute,local authority,2005,Female,50-64,Count,1900,persons
S12000035,Argyll and Bute,local authority,2005,All,50-64,Count,3600,persons
S12000035,Argyll and Bute,local authority,2005,Male,50-64,Count,1700,persons
S12000035,Argyll and Bute,local authority,2005,All,35-49,Count,2600,persons
S12000035,Argyll and Bute,local authority,2005,Female,35-49,Count,1800,persons
S12000035,Argyll and Bute,local authority,2005,Female,16-64,Count,4600,persons
S12000035,Argyll and Bute,local authority,2005,Male,16-64,Count,3500,persons
S12000035,Argyll and Bute,local authority,2005,All,16-64,Count,8100,persons
S12000036,City of Edinburgh,local authority,2005,All,50-64,Ratio,22.2,%%
S12000036,City of Edinburgh,local authority,2005,All,35-49,Ratio,11.6,%%
S12000036,City of Edinburgh,local authority,2005,Female,50-64,Ratio,26.1,%%
S12000036,City of Edinburgh,local authority,2005,Male,50-64,Ratio,18.8,%%
S12000036,City of Edinburgh,local authority,2005,All,35-49,Count,11000,persons
S12000036,City of Edinburgh,local authority,2005,Male,16-64,Count,19400,persons
S12000036,City of Edinburgh,local authority,2005,All,50-64,Count,14400,persons
S12000036,City of Edinburgh,local authority,2005,All,16-64,Count,36600,persons
S12000036,City of Edinburgh,local authority,2005,Female,16-64,Count,17200,persons
S12000036,City of Edinburgh,local authority,2005,Female,16-64,Ratio,11.4,%%
S12000036,City of Edinburgh,local authority,2005,All,16-64,Ratio,12.2,%%
S12000036,City of Edinburgh,local authority,2005,Male,16-64,Ratio,13.1,%%
S12000036,City of Edinburgh,local authority,2005,Female,50-64,Count,7900,persons
S12000036,City of Edinburgh,local authority,2005,Male,50-64,Count,6500,persons
S12000038,Renfrewshire,local authority,2005,Male,35-49,Ratio,13.7,%%
S12000038,Renfrewshire,local authority,2005,All,50-64,Ratio,27.2,%%
S12000038,Renfrewshire,local authority,2005,Female,35-49,Ratio,17.8,%%
S12000038,Renfrewshire,local authority,2005,Male,50-64,Ratio,15.7,%%
S12000038,Renfrewshire,local authority,2005,Female,50-64,Ratio,41.3,%%
S12000038,Renfrewshire,local authority,2005,Female,16-64,Ratio,20.6,%%
S12000038,Renfrewshire,local authority,2005,Male,16-64,Ratio,13.7,%%
S12000038,Renfrewshire,local authority,2005,All,16-64,Ratio,17.2,%%
S12000038,Renfrewshire,local authority,2005,All,35-49,Ratio,15.9,%%
S12000038,Renfrewshire,local authority,2005,All,25-34,Ratio,12.2,%%
S12000038,Renfrewshire,local authority,2005,All,25-34,Count,2400,persons
S12000038,Renfrewshire,local authority,2005,Male,16-64,Count,7300,persons
S12000038,Renfrewshire,local authority,2005,All,35-49,Count,6500,persons
S12000038,Renfrewshire,local authority,2005,All,16-64,Count,18400,persons
S12000038,Renfrewshire,local authority,2005,Female,16-64,Count,11000,persons
S12000038,Renfrewshire,local authority,2005,Female,50-64,Count,5100,persons
S12000038,Renfrewshire,local authority,2005,All,50-64,Count,7500,persons
S12000038,Renfrewshire,local authority,2005,Male,50-64,Count,2400,persons
S12000038,Renfrewshire,local authority,2005,Female,35-49,Count,3800,persons
S12000038,Renfrewshire,local authority,2005,Male,35-49,Count,2700,persons
S12000039,West Dunbartonshire,local authority,2005,Male,16-64,Ratio,15.4,%%
S12000039,West Dunbartonshire,local authority,2005,Female,16-64,Ratio,27,%%
S12000039,West Dunbartonshire,local authority,2005,All,25-34,Ratio,11.9,%%
S12000039,West Dunbartonshire,local authority,2005,All,16-24,Ratio,12.7,%%
S12000039,West Dunbartonshire,local authority,2005,Male,50-64,Count,1500,persons
S12000039,West Dunbartonshire,local authority,2005,All,16-64,Ratio,21.2,%%
S12000039,West Dunbartonshire,local authority,2005,All,50-64,Ratio,30.7,%%
S12000039,West Dunbartonshire,local authority,2005,Male,35-49,Ratio,16.5,%%
S12000039,West Dunbartonshire,local authority,2005,Female,50-64,Ratio,43.9,%%
S12000039,West Dunbartonshire,local authority,2005,All,35-49,Ratio,23.7,%%
S12000039,West Dunbartonshire,local authority,2005,Female,35-49,Ratio,30.6,%%
S12000039,West Dunbartonshire,local authority,2005,Male,16-64,Count,4400,persons
S12000039,West Dunbartonshire,local authority,2005,Female,16-64,Count,7800,persons
S12000039,West Dunbartonshire,local authority,2005,All,25-34,Count,1300,persons
S12000039,West Dunbartonshire,local authority,2005,All,16-24,Count,1400,persons
S12000039,West Dunbartonshire,local authority,2005,All,16-64,Count,12200,persons
S12000039,West Dunbartonshire,local authority,2005,All,50-64,Count,4500,persons
S12000039,West Dunbartonshire,local authority,2005,Male,35-49,Count,1700,persons
S12000039,West Dunbartonshire,local authority,2005,Female,50-64,Count,3000,persons
S12000039,West Dunbartonshire,local authority,2005,All,35-49,Count,5000,persons
S12000039,West Dunbartonshire,local authority,2005,Female,35-49,Count,3300,persons
S12000039,West Dunbartonshire,local authority,2005,Male,50-64,Ratio,19.2,%%
S12000040,West Lothian,local authority,2005,All,25-34,Ratio,11.3,%%
S12000040,West Lothian,local authority,2005,Male,16-64,Ratio,15.7,%%
S12000040,West Lothian,local authority,2005,All,35-49,Ratio,16.1,%%
S12000040,West Lothian,local authority,2005,All,16-64,Ratio,16.7,%%
S12000040,West Lothian,local authority,2005,Female,16-64,Ratio,17.8,%%
S12000040,West Lothian,local authority,2005,Female,50-64,Ratio,36.5,%%
S12000040,West Lothian,local authority,2005,All,50-64,Ratio,26,%%
S12000040,West Lothian,local authority,2005,Male,50-64,Ratio,17.8,%%
S12000040,West Lothian,local authority,2005,Female,35-49,Ratio,16.8,%%
S12000040,West Lothian,local authority,2005,Male,35-49,Ratio,15.3,%%
S12000040,West Lothian,local authority,2005,All,35-49,Count,6400,persons
S12000040,West Lothian,local authority,2005,Female,35-49,Count,3500,persons
S12000040,West Lothian,local authority,2005,All,50-64,Count,6800,persons
S12000040,West Lothian,local authority,2005,Female,50-64,Count,4200,persons
S12000040,West Lothian,local authority,2005,Male,50-64,Count,2600,persons
S12000040,West Lothian,local authority,2005,Male,35-49,Count,2900,persons
S12000040,West Lothian,local authority,2005,Female,16-64,Count,9400,persons
S12000040,West Lothian,local authority,2005,All,16-64,Count,17700,persons
S12000040,West Lothian,local authority,2005,All,25-34,Count,2500,persons
S12000040,West Lothian,local authority,2005,Male,16-64,Count,8300,persons
S12000041,Angus,local authority,2005,Male,50-64,Ratio,17.6,%%
S12000041,Angus,local authority,2005,Male,16-64,Ratio,15.4,%%
S12000041,Angus,local authority,2005,All,35-49,Ratio,14.7,%%
S12000041,Angus,local authority,2005,All,25-34,Ratio,12.8,%%
S12000041,Angus,local authority,2005,All,16-64,Ratio,16.1,%%
S12000041,Angus,local authority,2005,Female,50-64,Ratio,26.1,%%
S12000041,Angus,local authority,2005,Female,16-64,Ratio,16.7,%%
S12000041,Angus,local authority,2005,Male,35-49,Ratio,13.6,%%
S12000041,Angus,local authority,2005,All,50-64,Ratio,21.5,%%
S12000041,Angus,local authority,2005,All,35-49,Count,3600,persons
S12000041,Angus,local authority,2005,All,25-34,Count,1500,persons
S12000041,Angus,local authority,2005,Female,16-64,Count,5600,persons
S12000041,Angus,local authority,2005,All,16-64,Count,10700,persons
S12000041,Angus,local authority,2005,Male,16-64,Count,5100,persons
S12000041,Angus,local authority,2005,Male,50-64,Count,1900,persons
S12000041,Angus,local authority,2005,Female,50-64,Count,2400,persons
S12000041,Angus,local authority,2005,Female,35-49,Ratio,15.7,%%
S12000041,Angus,local authority,2005,Male,35-49,Count,1600,persons
S12000041,Angus,local authority,2005,Female,35-49,Count,2000,persons
S12000041,Angus,local authority,2005,All,50-64,Count,4400,persons
S12000042,Dundee City,local authority,2005,Female,50-64,Count,3500,persons
S12000042,Dundee City,local authority,2005,All,50-64,Count,5600,persons
S12000042,Dundee City,local authority,2005,Male,50-64,Count,2100,persons
S12000042,Dundee City,local authority,2005,Female,50-64,Ratio,33.5,%%
S12000042,Dundee City,local authority,2005,All,16-24,Count,2700,persons
S12000042,Dundee City,local authority,2005,Male,35-49,Ratio,21.9,%%
S12000042,Dundee City,local authority,2005,All,50-64,Ratio,25.6,%%
S12000042,Dundee City,local authority,2005,Male,16-64,Count,7300,persons
S12000042,Dundee City,local authority,2005,All,25-34,Count,2300,persons
S12000042,Dundee City,local authority,2005,All,16-64,Count,16600,persons
S12000042,Dundee City,local authority,2005,Female,16-64,Count,9300,persons
S12000042,Dundee City,local authority,2005,All,16-64,Ratio,18.4,%%
S12000042,Dundee City,local authority,2005,Female,16-64,Ratio,20.4,%%
S12000042,Dundee City,local authority,2005,Male,50-64,Ratio,18.5,%%
S12000042,Dundee City,local authority,2005,All,16-24,Ratio,12.2,%%
S12000042,Dundee City,local authority,2005,All,35-49,Ratio,20.8,%%
S12000042,Dundee City,local authority,2005,Female,35-49,Ratio,19.9,%%
S12000042,Dundee City,local authority,2005,Male,16-64,Ratio,16.3,%%
S12000042,Dundee City,local authority,2005,All,25-34,Ratio,13.2,%%
S12000042,Dundee City,local authority,2005,Female,35-49,Count,3000,persons
S12000042,Dundee City,local authority,2005,All,35-49,Count,6000,persons
S12000042,Dundee City,local authority,2005,Male,35-49,Count,3000,persons
S12000045,East Dunbartonshire,local authority,2005,Male,16-64,Count,2700,persons
S12000045,East Dunbartonshire,local authority,2005,All,35-49,Count,2000,persons
S12000045,East Dunbartonshire,local authority,2005,All,16-64,Count,6700,persons
S12000045,East Dunbartonshire,local authority,2005,All,16-64,Ratio,10.3,%%
S12000045,East Dunbartonshire,local authority,2005,Female,16-64,Count,4000,persons
S12000045,East Dunbartonshire,local authority,2005,All,35-49,Ratio,8.4,%%
S12000045,East Dunbartonshire,local authority,2005,Male,16-64,Ratio,8.2,%%
S12000045,East Dunbartonshire,local authority,2005,Female,50-64,Ratio,25.5,%%
S12000045,East Dunbartonshire,local authority,2005,All,50-64,Ratio,16.3,%%
S12000045,East Dunbartonshire,local authority,2005,Female,50-64,Count,2500,persons
S12000045,East Dunbartonshire,local authority,2005,All,50-64,Count,3300,persons
S12000045,East Dunbartonshire,local authority,2005,Female,16-64,Ratio,12.4,%%
S12000047,Fife,local authority,2005,Male,16-64,Ratio,12.3,%%
S12000047,Fife,local authority,2005,All,16-64,Ratio,14.5,%%
S12000047,Fife,local authority,2005,Female,16-64,Ratio,16.7,%%
S12000047,Fife,local authority,2005,All,35-49,Count,9300,persons
S12000047,Fife,local authority,2005,Female,35-49,Count,6100,persons
S12000047,Fife,local authority,2005,Female,16-64,Count,18500,persons
S12000047,Fife,local authority,2005,Male,16-64,Count,13700,persons
S12000047,Fife,local authority,2005,Female,50-64,Count,7700,persons
S12000047,Fife,local authority,2005,Male,50-64,Count,6600,persons
S12000047,Fife,local authority,2005,All,50-64,Count,14300,persons
S12000047,Fife,local authority,2005,Female,35-49,Ratio,14.6,%%
S12000047,Fife,local authority,2005,All,50-64,Ratio,24,%%
S12000047,Fife,local authority,2005,All,35-49,Ratio,11.5,%%
S12000047,Fife,local authority,2005,Male,50-64,Ratio,20.4,%%
S12000047,Fife,local authority,2005,All,16-64,Count,32300,persons
S12000047,Fife,local authority,2005,Female,50-64,Ratio,28.3,%%
S12000048,Perth and Kinross,local authority,2005,Female,50-64,Ratio,24.1,%%
S12000048,Perth and Kinross,local authority,2005,All,50-64,Ratio,20.7,%%
S12000048,Perth and Kinross,local authority,2005,All,16-64,Ratio,13.4,%%
S12000048,Perth and Kinross,local authority,2005,Male,50-64,Ratio,17.4,%%
S12000048,Perth and Kinross,local authority,2005,Male,16-64,Ratio,12.1,%%
S12000048,Perth and Kinross,local authority,2005,Female,16-64,Ratio,14.7,%%
S12000048,Perth and Kinross,local authority,2005,Female,35-49,Ratio,12.1,%%
S12000048,Perth and Kinross,local authority,2005,All,35-49,Ratio,10.9,%%
S12000048,Perth and Kinross,local authority,2005,All,16-64,Count,10900,persons
S12000048,Perth and Kinross,local authority,2005,All,35-49,Count,3300,persons
S12000048,Perth and Kinross,local authority,2005,Male,16-64,Count,4900,persons
S12000048,Perth and Kinross,local authority,2005,Female,16-64,Count,5900,persons
S12000048,Perth and Kinross,local authority,2005,Female,50-64,Count,3000,persons
S12000048,Perth and Kinross,local authority,2005,Male,50-64,Count,2200,persons
S12000048,Perth and Kinross,local authority,2005,Female,35-49,Count,1800,persons
S12000048,Perth and Kinross,local authority,2005,All,50-64,Count,5200,persons
S12000049,Glasgow City,local authority,2005,All,50-64,Ratio,42.7,%%
S12000049,Glasgow City,local authority,2005,All,16-64,Ratio,26.6,%%
S12000049,Glasgow City,local authority,2005,Male,35-49,Ratio,27.8,%%
S12000049,Glasgow City,local authority,2005,Male,16-64,Count,48200,persons
S12000049,Glasgow City,local authority,2005,All,25-34,Count,14300,persons
S12000049,Glasgow City,local authority,2005,Female,16-64,Count,49400,persons
S12000049,Glasgow City,local authority,2005,All,35-49,Ratio,28.9,%%
S12000049,Glasgow City,local authority,2005,Female,25-34,Ratio,17.3,%%
S12000049,Glasgow City,local authority,2005,Female,35-49,Ratio,29.9,%%
S12000049,Glasgow City,local authority,2005,Male,16-64,Ratio,26.5,%%
S12000049,Glasgow City,local authority,2005,Female,16-64,Ratio,26.6,%%
S12000049,Glasgow City,local authority,2005,All,25-34,Ratio,16.6,%%
S12000049,Glasgow City,local authority,2005,Male,35-49,Count,16400,persons
S12000049,Glasgow City,local authority,2005,Male,16-24,Count,9400,persons
S12000049,Glasgow City,local authority,2005,All,50-64,Count,32600,persons
S12000049,Glasgow City,local authority,2005,All,16-24,Ratio,18.5,%%
S12000049,Glasgow City,local authority,2005,Female,35-49,Count,19100,persons
S12000049,Glasgow City,local authority,2005,Male,16-24,Ratio,24,%%
S12000049,Glasgow City,local authority,2005,All,35-49,Count,35500,persons
S12000049,Glasgow City,local authority,2005,All,16-24,Count,15100,persons
S12000049,Glasgow City,local authority,2005,Female,25-34,Count,7700,persons
S12000049,Glasgow City,local authority,2005,Female,50-64,Count,16900,persons
S12000049,Glasgow City,local authority,2005,Male,50-64,Count,15700,persons
S12000049,Glasgow City,local authority,2005,Male,50-64,Ratio,37.4,%%
S12000049,Glasgow City,local authority,2005,All,16-64,Count,97500,persons
S12000049,Glasgow City,local authority,2005,Female,50-64,Ratio,49.3,%%
S12000050,North Lanarkshire,local authority,2005,Female,35-49,Ratio,29.7,%%
S12000050,North Lanarkshire,local authority,2005,Female,50-64,Ratio,46.4,%%
S12000050,North Lanarkshire,local authority,2005,Male,50-64,Ratio,40.7,%%
S12000050,North Lanarkshire,local authority,2005,Male,35-49,Ratio,24.9,%%
S12000050,North Lanarkshire,local authority,2005,Female,35-49,Count,11900,persons
S12000050,North Lanarkshire,local authority,2005,All,35-49,Ratio,27.4,%%
S12000050,North Lanarkshire,local authority,2005,Female,25-34,Count,4800,persons
S12000050,North Lanarkshire,local authority,2005,All,25-34,Count,9500,persons
S12000050,North Lanarkshire,local authority,2005,All,35-49,Count,21000,persons
S12000050,North Lanarkshire,local authority,2005,Male,25-34,Count,4700,persons
S12000050,North Lanarkshire,local authority,2005,Female,16-64,Count,29900,persons
S12000050,North Lanarkshire,local authority,2005,All,50-64,Ratio,43.2,%%
S12000050,North Lanarkshire,local authority,2005,Male,16-64,Count,28900,persons
S12000050,North Lanarkshire,local authority,2005,All,25-34,Ratio,22.8,%%
S12000050,North Lanarkshire,local authority,2005,Male,16-64,Ratio,28,%%
S12000050,North Lanarkshire,local authority,2005,All,16-24,Count,6900,persons
S12000050,North Lanarkshire,local authority,2005,Female,25-34,Ratio,22.3,%%
S12000050,North Lanarkshire,local authority,2005,All,16-64,Ratio,28.6,%%
S12000050,North Lanarkshire,local authority,2005,All,16-24,Ratio,18.2,%%
S12000050,North Lanarkshire,local authority,2005,Female,16-64,Ratio,29.2,%%
S12000050,North Lanarkshire,local authority,2005,Female,50-64,Count,10200,persons
S12000050,North Lanarkshire,local authority,2005,Male,50-64,Count,11200,persons
S12000050,North Lanarkshire,local authority,2005,Male,35-49,Count,9100,persons
S12000050,North Lanarkshire,local authority,2005,All,50-64,Count,21400,persons
