FeatureCode,DateCode,Measurement,Units,Value
S12000049,2013,Ratio,People Per Household,2.04
S12000049,2012,Ratio,People Per Household,2.03
S12000050,2019,Ratio,People Per Household,2.22
S12000050,2004,Ratio,People Per Household,2.34
S12000050,2005,Ratio,People Per Household,2.32
S12000050,2003,Ratio,People Per Household,2.35
S12000050,2007,Ratio,People Per Household,2.3
S12000050,2006,Ratio,People Per Household,2.31
S12000050,2001,Ratio,People Per Household,2.4
S12000050,2017,Ratio,People Per Household,2.23
S12000050,2002,Ratio,People Per Household,2.37
S12000050,2018,Ratio,People Per Household,2.23
S12000050,2013,Ratio,People Per Household,2.27
S12000050,2014,Ratio,People Per Household,2.26
S12000050,2012,Ratio,People Per Household,2.28
S12000050,2016,Ratio,People Per Household,2.24
S12000050,2015,Ratio,People Per Household,2.25
S12000050,2009,Ratio,People Per Household,2.3
S12000050,2008,Ratio,People Per Household,2.3
S12000050,2011,Ratio,People Per Household,2.29
S12000050,2010,Ratio,People Per Household,2.3
