area_code,reference_area,area_type,year,value,units
S12000047,Fife,Local Authority,2018,1046,HMO Licences
S12000047,Fife,Local Authority,2019,1072,HMO Licences
S12000017,Highland,Local Authority,2014,228,HMO Licences
S12000017,Highland,Local Authority,2015,223,HMO Licences
S12000017,Highland,Local Authority,2016,243,HMO Licences
S12000017,Highland,Local Authority,2017,268,HMO Licences
S12000017,Highland,Local Authority,2018,293,HMO Licences
S12000017,Highland,Local Authority,2019,303,HMO Licences
S12000018,Inverclyde,Local Authority,2014,33,HMO Licences
S12000018,Inverclyde,Local Authority,2015,32,HMO Licences
S12000018,Inverclyde,Local Authority,2016,30,HMO Licences
S12000018,Inverclyde,Local Authority,2017,33,HMO Licences
S12000018,Inverclyde,Local Authority,2018,34,HMO Licences
S12000018,Inverclyde,Local Authority,2019,30,HMO Licences
S12000019,Midlothian,Local Authority,2014,45,HMO Licences
S12000019,Midlothian,Local Authority,2015,45,HMO Licences
S12000019,Midlothian,Local Authority,2016,0,HMO Licences
S12000019,Midlothian,Local Authority,2017,0,HMO Licences
S12000019,Midlothian,Local Authority,2018,45,HMO Licences
S12000019,Midlothian,Local Authority,2019,50,HMO Licences
S12000020,Moray,Local Authority,2014,35,HMO Licences
S12000020,Moray,Local Authority,2015,33,HMO Licences
S12000020,Moray,Local Authority,2016,32,HMO Licences
S12000020,Moray,Local Authority,2017,32,HMO Licences
S12000020,Moray,Local Authority,2018,31,HMO Licences
S12000020,Moray,Local Authority,2019,31,HMO Licences
S12000021,North Ayrshire,Local Authority,2014,8,HMO Licences
S12000021,North Ayrshire,Local Authority,2015,9,HMO Licences
S12000021,North Ayrshire,Local Authority,2016,9,HMO Licences
S12000021,North Ayrshire,Local Authority,2017,7,HMO Licences
S12000021,North Ayrshire,Local Authority,2018,9,HMO Licences
S12000021,North Ayrshire,Local Authority,2019,11,HMO Licences
S12000023,Orkney Islands,Local Authority,2001,0,HMO Licences
S12000023,Orkney Islands,Local Authority,2002,0,HMO Licences
S12000023,Orkney Islands,Local Authority,2003,0,HMO Licences
S12000023,Orkney Islands,Local Authority,2004,0,HMO Licences
S12000023,Orkney Islands,Local Authority,2014,11,HMO Licences
S12000023,Orkney Islands,Local Authority,2015,10,HMO Licences
S12000023,Orkney Islands,Local Authority,2016,9,HMO Licences
S12000023,Orkney Islands,Local Authority,2017,9,HMO Licences
S12000023,Orkney Islands,Local Authority,2018,10,HMO Licences
S12000023,Orkney Islands,Local Authority,2019,9,HMO Licences
S12000048,Perth and Kinross,Local Authority,2014,90,HMO Licences
S12000048,Perth and Kinross,Local Authority,2015,90,HMO Licences
S12000048,Perth and Kinross,Local Authority,2016,90,HMO Licences
S12000048,Perth and Kinross,Local Authority,2017,86,HMO Licences
S12000048,Perth and Kinross,Local Authority,2018,78,HMO Licences
S12000048,Perth and Kinross,Local Authority,2019,79,HMO Licences
S12000026,Scottish Borders,Local Authority,2014,126,HMO Licences
S12000026,Scottish Borders,Local Authority,2015,121,HMO Licences
S12000026,Scottish Borders,Local Authority,2016,101,HMO Licences
S12000026,Scottish Borders,Local Authority,2017,94,HMO Licences
S12000026,Scottish Borders,Local Authority,2018,97,HMO Licences
S12000026,Scottish Borders,Local Authority,2019,97,HMO Licences
S12000027,Shetland Islands,Local Authority,2014,10,HMO Licences
S12000027,Shetland Islands,Local Authority,2015,9,HMO Licences
S12000027,Shetland Islands,Local Authority,2016,10,HMO Licences
S12000027,Shetland Islands,Local Authority,2017,13,HMO Licences
S12000027,Shetland Islands,Local Authority,2018,7,HMO Licences
S12000027,Shetland Islands,Local Authority,2019,3,HMO Licences
S12000028,South Ayrshire,Local Authority,2014,33,HMO Licences
S12000028,South Ayrshire,Local Authority,2015,33,HMO Licences
S12000028,South Ayrshire,Local Authority,2016,35,HMO Licences
S12000028,South Ayrshire,Local Authority,2017,35,HMO Licences
S12000028,South Ayrshire,Local Authority,2018,37,HMO Licences
S12000028,South Ayrshire,Local Authority,2019,32,HMO Licences
S12000029,South Lanarkshire,Local Authority,2001,0,HMO Licences
S12000029,South Lanarkshire,Local Authority,2014,16,HMO Licences
S12000029,South Lanarkshire,Local Authority,2015,18,HMO Licences
S12000029,South Lanarkshire,Local Authority,2016,16,HMO Licences
S12000029,South Lanarkshire,Local Authority,2017,13,HMO Licences
S12000029,South Lanarkshire,Local Authority,2018,15,HMO Licences
S12000029,South Lanarkshire,Local Authority,2019,15,HMO Licences
S12000030,Stirling,Local Authority,2014,666,HMO Licences
S12000030,Stirling,Local Authority,2015,700,HMO Licences
S12000030,Stirling,Local Authority,2016,750,HMO Licences
S12000030,Stirling,Local Authority,2017,752,HMO Licences
S12000030,Stirling,Local Authority,2018,749,HMO Licences
S12000030,Stirling,Local Authority,2019,754,HMO Licences
S12000033,Aberdeen City,Local Authority,2014,1051,HMO Licences
S12000033,Aberdeen City,Local Authority,2015,1149,HMO Licences
S12000033,Aberdeen City,Local Authority,2016,1227,HMO Licences
S12000033,Aberdeen City,Local Authority,2017,1341,HMO Licences
S12000033,Aberdeen City,Local Authority,2018,1296,HMO Licences
S12000033,Aberdeen City,Local Authority,2019,1273,HMO Licences
S12000034,Aberdeenshire,Local Authority,2014,133,HMO Licences
S12000034,Aberdeenshire,Local Authority,2015,141,HMO Licences
S12000034,Aberdeenshire,Local Authority,2016,134,HMO Licences
S12000034,Aberdeenshire,Local Authority,2017,129,HMO Licences
S12000034,Aberdeenshire,Local Authority,2018,138,HMO Licences
S12000034,Aberdeenshire,Local Authority,2019,125,HMO Licences
S12000035,Argyll and Bute,Local Authority,2014,25,HMO Licences
S12000035,Argyll and Bute,Local Authority,2015,28,HMO Licences
S12000035,Argyll and Bute,Local Authority,2016,26,HMO Licences
S12000035,Argyll and Bute,Local Authority,2017,33,HMO Licences
S12000035,Argyll and Bute,Local Authority,2018,30,HMO Licences
S12000035,Argyll and Bute,Local Authority,2019,40,HMO Licences
S12000036,City of Edinburgh,Local Authority,2014,5761,HMO Licences
S12000036,City of Edinburgh,Local Authority,2015,5949,HMO Licences
S12000036,City of Edinburgh,Local Authority,2016,5949,HMO Licences
S12000036,City of Edinburgh,Local Authority,2017,5949,HMO Licences
S12000036,City of Edinburgh,Local Authority,2018,5949,HMO Licences
S12000036,City of Edinburgh,Local Authority,2019,5904,HMO Licences
S12000038,Renfrewshire,Local Authority,2001,0,HMO Licences
S12000038,Renfrewshire,Local Authority,2014,116,HMO Licences
S12000038,Renfrewshire,Local Authority,2015,117,HMO Licences
S12000038,Renfrewshire,Local Authority,2016,97,HMO Licences
S12000038,Renfrewshire,Local Authority,2017,95,HMO Licences
S12000038,Renfrewshire,Local Authority,2018,91,HMO Licences
S12000038,Renfrewshire,Local Authority,2019,87,HMO Licences
S12000039,West Dunbartonshire,Local Authority,2014,22,HMO Licences
S12000039,West Dunbartonshire,Local Authority,2015,22,HMO Licences
S12000039,West Dunbartonshire,Local Authority,2016,24,HMO Licences
S12000039,West Dunbartonshire,Local Authority,2017,22,HMO Licences
S12000039,West Dunbartonshire,Local Authority,2018,23,HMO Licences
S12000039,West Dunbartonshire,Local Authority,2019,23,HMO Licences
S12000040,West Lothian,Local Authority,2014,24,HMO Licences
S12000040,West Lothian,Local Authority,2015,20,HMO Licences
S12000040,West Lothian,Local Authority,2016,21,HMO Licences
S12000040,West Lothian,Local Authority,2017,34,HMO Licences
S12000040,West Lothian,Local Authority,2018,33,HMO Licences
S12000040,West Lothian,Local Authority,2019,40,HMO Licences
S12000041,Angus,Local Authority,2014,19,HMO Licences
S12000041,Angus,Local Authority,2015,21,HMO Licences
S12000041,Angus,Local Authority,2016,22,HMO Licences
S12000041,Angus,Local Authority,2017,20,HMO Licences
S12000041,Angus,Local Authority,2018,15,HMO Licences
S12000041,Angus,Local Authority,2019,17,HMO Licences
S12000042,Dundee City,Local Authority,2014,1577,HMO Licences
S12000042,Dundee City,Local Authority,2015,1694,HMO Licences
S12000042,Dundee City,Local Authority,2016,1674,HMO Licences
S12000042,Dundee City,Local Authority,2017,1713,HMO Licences
S12000042,Dundee City,Local Authority,2018,1707,HMO Licences
S12000042,Dundee City,Local Authority,2019,1706,HMO Licences
S12000050,North Lanarkshire,Local Authority,2001,0,HMO Licences
S12000050,North Lanarkshire,Local Authority,2014,16,HMO Licences
S12000050,North Lanarkshire,Local Authority,2015,16,HMO Licences
S12000050,North Lanarkshire,Local Authority,2016,14,HMO Licences
S12000050,North Lanarkshire,Local Authority,2017,13,HMO Licences
S12000050,North Lanarkshire,Local Authority,2018,13,HMO Licences
S12000050,North Lanarkshire,Local Authority,2019,14,HMO Licences
S12000045,East Dunbartonshire,Local Authority,2001,0,HMO Licences
S12000045,East Dunbartonshire,Local Authority,2002,0,HMO Licences
S12000045,East Dunbartonshire,Local Authority,2014,20,HMO Licences
S12000045,East Dunbartonshire,Local Authority,2015,20,HMO Licences
S12000045,East Dunbartonshire,Local Authority,2016,21,HMO Licences
S12000045,East Dunbartonshire,Local Authority,2017,14,HMO Licences
S12000045,East Dunbartonshire,Local Authority,2018,20,HMO Licences
S12000049,Glasgow City,Local Authority,2019,3662,HMO Licences
S12000049,Glasgow City,Local Authority,2014,2969,HMO Licences
S12000049,Glasgow City,Local Authority,2015,3226,HMO Licences
S12000049,Glasgow City,Local Authority,2016,3226,HMO Licences
S12000049,Glasgow City,Local Authority,2017,3296,HMO Licences
S12000049,Glasgow City,Local Authority,2018,3646,HMO Licences
S12000045,East Dunbartonshire,Local Authority,2019,22,HMO Licences
