FeatureCode,DateCode,Measurement,Units,Value,Energy Type,Energy Consuming Sector
S12000006,2017,Count,GWh,19.82168725,Manufactured Fuels,All
S12000006,2016,Count,GWh,80.541338704,Coal,All
S12000006,2016,Count,GWh,846.9165773,Electricity,All
S12000006,2016,Count,GWh,5260.7082932,All,All
S12000006,2016,Count,GWh,77.605898304,Bioenergy & Wastes,All
S12000006,2016,Count,GWh,18.638459237,Manufactured Fuels,All
S12000006,2016,Count,GWh,3057.7075916,Petroleum Products,All
S12000006,2016,Count,GWh,1179.298428,Gas,All
S12000008,2005,Count,GWh,508.26589,Electricity,All
S12000008,2005,Count,GWh,1474.90497,Gas,All
S12000008,2005,Count,GWh,167.20119091,Bioenergy & Wastes,All
S12000008,2005,Count,GWh,14.606104149,Coal,All
S12000008,2005,Count,GWh,1246.7586949,Petroleum Products,All
S12000008,2006,Count,GWh,3316.0611846,All,All
S12000008,2005,Count,GWh,5.7370656139,Manufactured Fuels,All
S12000006,2018,Count,GWh,848.9776264,Electricity,All
S12000006,2018,Count,GWh,1187.507281,Gas,All
S12000006,2018,Count,GWh,76.466877038,Bioenergy & Wastes,All
S12000006,2018,Count,GWh,63.75706609,Coal,All
S12000006,2018,Count,GWh,3101.3140076,Petroleum Products,All
S12000008,2005,Count,GWh,3417.4739156,All,All
S12000006,2018,Count,GWh,19.88274161,Manufactured Fuels,All
S12000005,2010,Count,GWh,333.00994296,Electricity,All
S12000005,2010,Count,GWh,1173.639978,Gas,All
S12000005,2010,Count,GWh,9.0063170779,Bioenergy & Wastes,All
S12000005,2010,Count,GWh,5.0582322249,Coal,All
S12000005,2011,Count,GWh,1838.0532691,All,All
S12000005,2011,Count,GWh,7.8245379192,Bioenergy & Wastes,All
S12000005,2010,Count,GWh,1.844033564,Manufactured Fuels,All
S12000005,2010,Count,GWh,355.6907186,Petroleum Products,All
S12000005,2009,Count,GWh,325.52550660000003,Electricity,All
S12000005,2009,Count,GWh,865.62570424,Gas,All
S12000005,2009,Count,GWh,6.9855776544,Bioenergy & Wastes,All
S12000005,2009,Count,GWh,4.7407280147,Coal,All
S12000005,2009,Count,GWh,345.84593494,Petroleum Products,All
S12000005,2010,Count,GWh,1878.2492224,All,All
S12000005,2009,Count,GWh,1.659439122,Manufactured Fuels,All
S12000005,2012,Count,GWh,1127.9086801,Gas,All
S12000005,2012,Count,GWh,1.7722726145,Manufactured Fuels,All
S12000005,2012,Count,GWh,4.3688980159,Coal,All
S12000005,2012,Count,GWh,220.95908644,Electricity,All
S12000005,2013,Count,GWh,1665.3492581,All,All
S12000005,2013,Count,GWh,11.714854318,Bioenergy & Wastes,All
S12000005,2012,Count,GWh,332.30812176,Petroleum Products,All
S12000005,2011,Count,GWh,1168.1582345,Gas,All
S12000005,2011,Count,GWh,1.7185223365,Manufactured Fuels,All
S12000005,2011,Count,GWh,5.007409404,Coal,All
S12000005,2011,Count,GWh,331.80195467,Electricity,All
S12000005,2012,Count,GWh,1697.2681798,All,All
S12000005,2012,Count,GWh,9.9511208329,Bioenergy & Wastes,All
S12000005,2011,Count,GWh,323.54261025,Petroleum Products,All
S12000005,2006,Count,GWh,3.8916038743,Coal,All
S12000005,2006,Count,GWh,334.74629,Electricity,All
S12000005,2006,Count,GWh,1555.5428539,All,All
S12000005,2006,Count,GWh,5.3292688632,Bioenergy & Wastes,All
S12000005,2006,Count,GWh,357.486575,Petroleum Products,All
S12000005,2007,Count,GWh,1940.141457,All,All
S12000005,2006,Count,GWh,851.83935,Gas,All
S12000005,2006,Count,GWh,2.2497661874,Manufactured Fuels,All
S12000005,2005,Count,GWh,4.2005909703,Coal,All
S12000005,2005,Count,GWh,331.52478,Electricity,All
S12000005,2005,Count,GWh,1567.8283465,All,All
S12000005,2005,Count,GWh,5.1024192934,Bioenergy & Wastes,All
S12000005,2005,Count,GWh,2.3594925159,Manufactured Fuels,All
S12000005,2005,Count,GWh,348.19263373,Petroleum Products,All
S12000005,2005,Count,GWh,876.44843,Gas,All
S12000005,2008,Count,GWh,345.25981,Electricity,All
S12000005,2008,Count,GWh,1207.57779,Gas,All
S12000005,2008,Count,GWh,6.4122546958,Bioenergy & Wastes,All
S12000005,2008,Count,GWh,4.3404713652,Coal,All
S12000005,2008,Count,GWh,363.66654743,Petroleum Products,All
S12000005,2009,Count,GWh,1550.3828906,All,All
S12000005,2008,Count,GWh,2.4312144817,Manufactured Fuels,All
S12000005,2007,Count,GWh,345.24818,Electricity,All
S12000005,2007,Count,GWh,1221.44075,Gas,All
S12000005,2007,Count,GWh,5.4030747273,Bioenergy & Wastes,All
S12000005,2007,Count,GWh,4.5012768049,Coal,All
S12000005,2007,Count,GWh,361.48338832,Petroleum Products,All
S12000005,2008,Count,GWh,1929.688088,All,All
S12000005,2007,Count,GWh,2.0647871413,Manufactured Fuels,All
S12000005,2018,Count,GWh,1.9599963521,Manufactured Fuels,All
S12000005,2018,Count,GWh,323.55969837,Petroleum Products,All
S12000005,2018,Count,GWh,299.8771356,Electricity,All
S12000005,2018,Count,GWh,1134.300292,Gas,All
S12000006,2005,Count,GWh,67.055407103,Coal,All
S12000006,2005,Count,GWh,982.02557,Electricity,All
S12000006,2005,Count,GWh,5769.0270806,All,All
S12000006,2005,Count,GWh,106.40862441,Bioenergy & Wastes,All
S12000005,2017,Count,GWh,1.9198801907,Manufactured Fuels,All
S12000005,2017,Count,GWh,326.2581333,Petroleum Products,All
S12000005,2017,Count,GWh,303.8010125,Electricity,All
S12000005,2017,Count,GWh,1122.776653,Gas,All
S12000005,2018,Count,GWh,14.670887436,Bioenergy & Wastes,All
S12000005,2018,Count,GWh,3.1186470578,Coal,All
S12000005,2018,Count,GWh,1777.4866568,All,All
S12000006,2006,Count,GWh,3211.1215364,Petroleum Products,All
S12000006,2007,Count,GWh,5623.5871838,All,All
S12000006,2006,Count,GWh,1293.18622,Gas,All
S12000006,2006,Count,GWh,22.967968641,Manufactured Fuels,All
S12000006,2007,Count,GWh,63.001632183,Coal,All
S12000006,2007,Count,GWh,969.54658,Electricity,All
S12000006,2007,Count,GWh,58.859349974,Bioenergy & Wastes,All
S12000006,2005,Count,GWh,3235.5625067,Petroleum Products,All
S12000006,2006,Count,GWh,5558.5066197,All,All
S12000006,2005,Count,GWh,1354.20883,Gas,All
S12000006,2005,Count,GWh,23.766142368,Manufactured Fuels,All
S12000006,2006,Count,GWh,63.446328342,Coal,All
S12000006,2006,Count,GWh,894.88198,Electricity,All
S12000006,2006,Count,GWh,72.902586348,Bioenergy & Wastes,All
S12000005,2014,Count,GWh,1078.552,Gas,All
S12000005,2014,Count,GWh,1.8210066757,Manufactured Fuels,All
S12000005,2014,Count,GWh,3.8021818161,Coal,All
S12000005,2014,Count,GWh,213.279024,Electricity,All
S12000005,2015,Count,GWh,12.570823678,Bioenergy & Wastes,All
S12000005,2015,Count,GWh,3.1570609245,Coal,All
S12000005,2014,Count,GWh,313.84964555,Petroleum Products,All
S12000005,2015,Count,GWh,1583.0098374,All,All
S12000005,2013,Count,GWh,1119.6930463,Gas,All
S12000005,2013,Count,GWh,1.9485941024,Manufactured Fuels,All
S12000005,2013,Count,GWh,4.1238722099,Coal,All
S12000005,2013,Count,GWh,220.78327979,Electricity,All
S12000005,2014,Count,GWh,1622.4316289,All,All
S12000005,2014,Count,GWh,11.127770882,Bioenergy & Wastes,All
S12000005,2013,Count,GWh,307.08561144,Petroleum Products,All
S12000005,2016,Count,GWh,1.7522259137,Manufactured Fuels,All
S12000005,2016,Count,GWh,316.50483441,Petroleum Products,All
S12000005,2016,Count,GWh,306.7119004,Electricity,All
S12000005,2016,Count,GWh,1097.104416,Gas,All
S12000005,2017,Count,GWh,13.427311225,Bioenergy & Wastes,All
S12000005,2017,Count,GWh,3.4566262319,Coal,All
S12000005,2017,Count,GWh,1771.6396164,All,All
S12000005,2015,Count,GWh,1.7802852658,Manufactured Fuels,All
S12000005,2015,Count,GWh,314.61495702,Petroleum Products,All
S12000005,2015,Count,GWh,209.7831505,Electricity,All
S12000005,2015,Count,GWh,1041.10356,Gas,All
S12000005,2016,Count,GWh,13.50833212,Bioenergy & Wastes,All
S12000005,2016,Count,GWh,3.5145088582,Coal,All
S12000005,2016,Count,GWh,1739.0962177,All,All
S12000010,2018,Count,GWh,540.18121522,Coal,All
S12000010,2018,Count,GWh,478.6788685,Electricity,All
S12000010,2018,Count,GWh,3022.7241867,All,All
S12000010,2018,Count,GWh,277.70539832,Bioenergy & Wastes,All
S12000010,2018,Count,GWh,952.25425453,Petroleum Products,All
S12000011,2005,Count,GWh,2036.2974258,All,All
S12000010,2018,Count,GWh,766.2484353,Gas,All
S12000010,2018,Count,GWh,7.6560147998,Manufactured Fuels,All
S12000010,2017,Count,GWh,626.17734559,Coal,All
S12000010,2017,Count,GWh,475.3824957,Electricity,All
S12000010,2017,Count,GWh,2989.7530126,All,All
S12000010,2017,Count,GWh,169.4459749,Bioenergy & Wastes,All
S12000010,2017,Count,GWh,7.6605524304,Manufactured Fuels,All
S12000010,2017,Count,GWh,943.23263394,Petroleum Products,All
S12000010,2017,Count,GWh,767.85401,Gas,All
S12000011,2006,Count,GWh,295.13451,Electricity,All
S12000011,2006,Count,GWh,943.26278,Gas,All
S12000011,2006,Count,GWh,7.9794886192,Bioenergy & Wastes,All
S12000011,2006,Count,GWh,2.0407777157,Coal,All
S12000011,2007,Count,GWh,1919.5499209,All,All
S12000011,2007,Count,GWh,8.0899977864,Bioenergy & Wastes,All
S12000011,2006,Count,GWh,2.1044418011,Manufactured Fuels,All
S12000011,2006,Count,GWh,720.81506107,Petroleum Products,All
S12000011,2005,Count,GWh,291.84322,Electricity,All
S12000011,2005,Count,GWh,968.55803,Gas,All
S12000011,2005,Count,GWh,7.6398278401,Bioenergy & Wastes,All
S12000011,2005,Count,GWh,2.2111022524,Coal,All
S12000011,2005,Count,GWh,763.84236731,Petroleum Products,All
S12000011,2006,Count,GWh,1971.3370592,All,All
S12000011,2005,Count,GWh,2.2028784119,Manufactured Fuels,All
S12000010,2014,Count,GWh,378.96528299,Bioenergy & Wastes,All
S12000010,2014,Count,GWh,484.9963934,Coal,All
S12000010,2013,Count,GWh,837.82642999,Petroleum Products,All
S12000010,2014,Count,GWh,2932.9396091,All,All
S12000010,2014,Count,GWh,9.4826195178,Manufactured Fuels,All
S12000010,2014,Count,GWh,857.41249222,Petroleum Products,All
S12000010,2014,Count,GWh,467.664021,Electricity,All
S12000010,2014,Count,GWh,734.4188,Gas,All
S12000010,2013,Count,GWh,291.58662208,Bioenergy & Wastes,All
S12000010,2013,Count,GWh,512.87924528,Coal,All
S12000010,2012,Count,GWh,845.32171173,Petroleum Products,All
S12000010,2013,Count,GWh,2880.5179864,All,All
S12000010,2013,Count,GWh,762.08753205,Gas,All
S12000010,2013,Count,GWh,9.9765875556,Manufactured Fuels,All
S12000010,2013,Count,GWh,466.16156947,Electricity,All
S12000010,2016,Count,GWh,631.29077546,Coal,All
S12000010,2016,Count,GWh,450.9785004,Electricity,All
S12000010,2016,Count,GWh,2792.7200793,All,All
S12000010,2016,Count,GWh,88.66806931,Bioenergy & Wastes,All
S12000010,2016,Count,GWh,7.0738473076,Manufactured Fuels,All
S12000010,2016,Count,GWh,879.42155783,Petroleum Products,All
S12000010,2016,Count,GWh,735.287329,Gas,All
S12000010,2015,Count,GWh,491.29248664,Coal,All
S12000010,2015,Count,GWh,453.3410538,Electricity,All
S12000010,2015,Count,GWh,2731.0233047,All,All
S12000010,2015,Count,GWh,186.67121454,Bioenergy & Wastes,All
S12000010,2015,Count,GWh,7.8898885639,Manufactured Fuels,All
S12000010,2015,Count,GWh,867.65518637,Petroleum Products,All
S12000010,2015,Count,GWh,724.1734748,Gas,All
S12000011,2012,Count,GWh,1.5243349007,Manufactured Fuels,All
S12000011,2012,Count,GWh,658.85103851,Petroleum Products,All
S12000011,2012,Count,GWh,236.02977645000001,Electricity,All
S12000011,2012,Count,GWh,769.70425203,Gas,All
S12000011,2013,Count,GWh,2.6473222462,Coal,All
S12000011,2013,Count,GWh,233.93491051,Electricity,All
S12000011,2013,Count,GWh,1665.2597965,All,All
S12000011,2013,Count,GWh,17.613414693,Bioenergy & Wastes,All
S12000011,2011,Count,GWh,1.3575565022,Manufactured Fuels,All
S12000011,2011,Count,GWh,683.10872588,Petroleum Products,All
S12000011,2011,Count,GWh,282.00755586,Electricity,All
S12000011,2011,Count,GWh,784.72831305,Gas,All
S12000011,2012,Count,GWh,14.968506521,Bioenergy & Wastes,All
S12000011,2012,Count,GWh,2.6362447991,Coal,All
S12000011,2012,Count,GWh,1683.7141532,All,All
S12000011,2014,Count,GWh,668.06673366,Petroleum Products,All
S12000011,2015,Count,GWh,1664.1096647,All,All
S12000011,2014,Count,GWh,743.8084,Gas,All
S12000011,2014,Count,GWh,1.6150706488,Manufactured Fuels,All
S12000011,2015,Count,GWh,2.2461472919,Coal,All
S12000011,2015,Count,GWh,237.0365054,Electricity,All
S12000011,2015,Count,GWh,18.887077737,Bioenergy & Wastes,All
S12000011,2013,Count,GWh,655.84022103,Petroleum Products,All
S12000011,2014,Count,GWh,1671.7539618,All,All
S12000011,2013,Count,GWh,753.68730528,Gas,All
S12000011,2013,Count,GWh,1.5366227167,Manufactured Fuels,All
S12000011,2014,Count,GWh,2.5078011602,Coal,All
S12000011,2014,Count,GWh,239.0048312,Electricity,All
S12000011,2014,Count,GWh,16.751125137,Bioenergy & Wastes,All
S12000011,2008,Count,GWh,899.87125,Gas,All
S12000011,2008,Count,GWh,2.3892642809,Manufactured Fuels,All
S12000011,2008,Count,GWh,2.4568085995,Coal,All
S12000011,2008,Count,GWh,258.17437,Electricity,All
S12000011,2009,Count,GWh,10.486680239,Bioenergy & Wastes,All
S12000011,2009,Count,GWh,2.5467469017,Coal,All
S12000011,2008,Count,GWh,715.23451971,Petroleum Products,All
S12000011,2009,Count,GWh,1832.4134248,All,All
S12000011,2007,Count,GWh,918.95608,Gas,All
S12000011,2007,Count,GWh,1.9648402122,Manufactured Fuels,All
S12000011,2007,Count,GWh,2.2067105899,Coal,All
S12000011,2007,Count,GWh,271.28138,Electricity,All
S12000011,2008,Count,GWh,1887.760958,All,All
S12000011,2008,Count,GWh,9.6347453723,Bioenergy & Wastes,All
S12000011,2007,Count,GWh,717.05091228,Petroleum Products,All
S12000011,2010,Count,GWh,1.3377547176,Manufactured Fuels,All
S12000011,2010,Count,GWh,698.59030344,Petroleum Products,All
S12000011,2010,Count,GWh,284.95189199,Electricity,All
S12000011,2010,Count,GWh,810.9681961,Gas,All
S12000011,2011,Count,GWh,11.739191093,Bioenergy & Wastes,All
S12000011,2011,Count,GWh,2.6346226467,Coal,All
S12000011,2011,Count,GWh,1765.575965,All,All
S12000011,2009,Count,GWh,1.3064818105,Manufactured Fuels,All
S12000011,2009,Count,GWh,708.2397163,Petroleum Products,All
S12000011,2009,Count,GWh,287.59986622,Electricity,All
S12000011,2009,Count,GWh,822.23393338,Gas,All
S12000011,2010,Count,GWh,13.513958331,Bioenergy & Wastes,All
S12000011,2010,Count,GWh,2.6431000677,Coal,All
S12000011,2010,Count,GWh,1812.0052046,All,All
S12000008,2015,Count,GWh,4.390181009,Manufactured Fuels,All
S12000008,2015,Count,GWh,1096.5312293,Petroleum Products,All
S12000008,2015,Count,GWh,442.7344928,Electricity,All
S12000008,2015,Count,GWh,1029.231852,Gas,All
S12000008,2016,Count,GWh,16.068085363,Coal,All
S12000008,2016,Count,GWh,428.90698,Electricity,All
S12000008,2016,Count,GWh,2678.6994811,All,All
S12000008,2016,Count,GWh,119.13888754,Bioenergy & Wastes,All
S12000008,2014,Count,GWh,4.6267892303,Manufactured Fuels,All
S12000008,2014,Count,GWh,1090.3954938,Petroleum Products,All
S12000008,2014,Count,GWh,453.05774,Electricity,All
S12000008,2014,Count,GWh,1074.268,Gas,All
S12000008,2015,Count,GWh,244.04807819,Bioenergy & Wastes,All
S12000008,2015,Count,GWh,15.390501536,Coal,All
S12000008,2015,Count,GWh,2832.3263348,All,All
S12000008,2017,Count,GWh,1125.3224569,Petroleum Products,All
S12000008,2018,Count,GWh,2758.0504926,All,All
S12000008,2017,Count,GWh,1063.768893,Gas,All
S12000008,2017,Count,GWh,4.6412156289,Manufactured Fuels,All
S12000008,2018,Count,GWh,12.865545114,Coal,All
S12000008,2018,Count,GWh,422.5813535,Electricity,All
S12000008,2018,Count,GWh,145.86436005,Bioenergy & Wastes,All
S12000008,2016,Count,GWh,1082.2357298,Petroleum Products,All
S12000008,2017,Count,GWh,2783.4544371,All,All
S12000008,2016,Count,GWh,1028.094098,Gas,All
S12000008,2016,Count,GWh,4.2557003882,Manufactured Fuels,All
S12000008,2017,Count,GWh,14.459196908,Coal,All
S12000008,2017,Count,GWh,429.7024789,Electricity,All
S12000008,2017,Count,GWh,145.56019577,Bioenergy & Wastes,All
S12000008,2011,Count,GWh,1132.157834,Gas,All
S12000008,2011,Count,GWh,4.3904550583,Manufactured Fuels,All
S12000008,2011,Count,GWh,18.477130855,Coal,All
S12000008,2011,Count,GWh,478.63158837,Electricity,All
S12000008,2012,Count,GWh,188.20048243,Bioenergy & Wastes,All
S12000008,2012,Count,GWh,19.146079046,Coal,All
S12000008,2011,Count,GWh,1106.2574905,Petroleum Products,All
S12000008,2012,Count,GWh,2865.9010042,All,All
S12000008,2010,Count,GWh,1196.0107961,Gas,All
S12000008,2010,Count,GWh,4.7453383909,Manufactured Fuels,All
S12000008,2010,Count,GWh,18.438661129,Coal,All
S12000008,2010,Count,GWh,494.11977796,Electricity,All
S12000008,2011,Count,GWh,2922.8412418,All,All
S12000008,2011,Count,GWh,182.9267431,Bioenergy & Wastes,All
S12000008,2010,Count,GWh,1134.9908272,Petroleum Products,All
S12000008,2013,Count,GWh,4.9640119427,Manufactured Fuels,All
S12000008,2013,Count,GWh,1059.0861208,Petroleum Products,All
S12000008,2013,Count,GWh,443.75410931,Electricity,All
S12000008,2013,Count,GWh,1104.2177444,Gas,All
S12000008,2014,Count,GWh,249.02365235,Bioenergy & Wastes,All
S12000008,2014,Count,GWh,20.037634148,Coal,All
S12000008,2014,Count,GWh,2891.4093096,All,All
S12000008,2012,Count,GWh,4.4897874931,Manufactured Fuels,All
S12000008,2012,Count,GWh,1075.7145705,Petroleum Products,All
S12000008,2012,Count,GWh,447.02141554,Electricity,All
S12000008,2012,Count,GWh,1131.3286692,Gas,All
S12000008,2013,Count,GWh,192.05510707,Bioenergy & Wastes,All
S12000008,2013,Count,GWh,20.677424104,Coal,All
S12000008,2013,Count,GWh,2824.7545176,All,All
S12000010,2010,Count,GWh,2934.9180186,All,All
S12000010,2010,Count,GWh,315.55658147,Bioenergy & Wastes,All
S12000010,2009,Count,GWh,12.769958911,Manufactured Fuels,All
S12000010,2009,Count,GWh,908.81424469,Petroleum Products,All
S12000010,2010,Count,GWh,811.55494394,Gas,All
S12000010,2010,Count,GWh,10.558346858,Manufactured Fuels,All
S12000010,2010,Count,GWh,422.67877985,Coal,All
S12000010,2010,Count,GWh,462.16210763,Electricity,All
S12000010,2009,Count,GWh,2846.6697011,All,All
S12000010,2009,Count,GWh,280.85971077,Bioenergy & Wastes,All
S12000010,2008,Count,GWh,11.254529928,Manufactured Fuels,All
S12000010,2008,Count,GWh,935.13524202,Petroleum Products,All
S12000010,2009,Count,GWh,465.56311384,Electricity,All
S12000010,2009,Count,GWh,808.34763627,Gas,All
S12000010,2009,Count,GWh,370.31503666,Coal,All
S12000010,2012,Count,GWh,230.55799844,Bioenergy & Wastes,All
S12000010,2012,Count,GWh,508.05156243,Coal,All
S12000010,2011,Count,GWh,869.44635784,Petroleum Products,All
S12000010,2012,Count,GWh,2836.0878295,All,All
S12000010,2012,Count,GWh,784.28508817,Gas,All
S12000010,2012,Count,GWh,8.9907512998,Manufactured Fuels,All
S12000010,2012,Count,GWh,458.8807174,Electricity,All
S12000010,2011,Count,GWh,267.63353513,Bioenergy & Wastes,All
S12000010,2011,Count,GWh,492.73697453,Coal,All
S12000010,2010,Count,GWh,912.40725885,Petroleum Products,All
S12000010,2011,Count,GWh,2835.0152862,All,All
S12000010,2011,Count,GWh,759.49567473,Gas,All
S12000010,2011,Count,GWh,8.8837889687,Manufactured Fuels,All
S12000010,2011,Count,GWh,436.81895495,Electricity,All
S12000010,2005,Count,GWh,930.86352359,Petroleum Products,All
S12000010,2006,Count,GWh,3231.9311043,All,All
S12000010,2005,Count,GWh,880.35611,Gas,All
S12000010,2005,Count,GWh,233.11852652,Manufactured Fuels,All
S12000010,2006,Count,GWh,503.98605,Electricity,All
S12000010,2006,Count,GWh,862.30635,Gas,All
S12000010,2006,Count,GWh,322.57624886,Bioenergy & Wastes,All
S12000010,2006,Count,GWh,379.68594801,Coal,All
S12000008,2018,Count,GWh,1118.3351129,Petroleum Products,All
S12000010,2005,Count,GWh,3182.6737537,All,All
S12000008,2018,Count,GWh,1053.688172,Gas,All
S12000008,2018,Count,GWh,4.7159491018,Manufactured Fuels,All
S12000010,2005,Count,GWh,310.03878965,Coal,All
S12000010,2005,Count,GWh,499.31079,Electricity,All
S12000010,2005,Count,GWh,328.98601392,Bioenergy & Wastes,All
S12000010,2008,Count,GWh,3160.5560294,All,All
S12000010,2008,Count,GWh,332.84321914,Bioenergy & Wastes,All
S12000010,2007,Count,GWh,157.4521269,Manufactured Fuels,All
S12000010,2007,Count,GWh,974.2919639,Petroleum Products,All
S12000010,2008,Count,GWh,522.46612,Electricity,All
S12000010,2008,Count,GWh,866.69086,Gas,All
S12000010,2008,Count,GWh,492.1660583,Coal,All
S12000010,2007,Count,GWh,3415.5363399,All,All
S12000010,2007,Count,GWh,408.47807538,Bioenergy & Wastes,All
S12000010,2006,Count,GWh,204.89399868,Manufactured Fuels,All
S12000010,2006,Count,GWh,958.48250872,Petroleum Products,All
S12000010,2007,Count,GWh,507.69602,Electricity,All
S12000010,2007,Count,GWh,864.53931,Gas,All
S12000010,2007,Count,GWh,503.07884367,Coal,All
S12000033,2018,Count,GWh,6.5366461404,Petroleum Products,Rail
S12000034,2005,Count,GWh,0,Coal,Rail
S12000033,2018,Count,GWh,0,Coal,Rail
S12000014,2016,Count,GWh,0.430327538,Coal,Rail
S12000034,2006,Count,GWh,0,Coal,Rail
S12000034,2005,Count,GWh,18.277120755,Petroleum Products,Rail
S12000033,2016,Count,GWh,7.0163080221,Petroleum Products,Rail
S12000014,2015,Count,GWh,46.74511249,Petroleum Products,Rail
S12000033,2016,Count,GWh,0,Coal,Rail
S12000033,2017,Count,GWh,6.944201836,Petroleum Products,Rail
S12000033,2017,Count,GWh,0,Coal,Rail
S12000034,2009,Count,GWh,0,Coal,Rail
S12000034,2009,Count,GWh,20.859793459,Petroleum Products,Rail
S12000034,2008,Count,GWh,20.798110893,Petroleum Products,Rail
S12000034,2010,Count,GWh,20.842377778,Petroleum Products,Rail
S12000034,2011,Count,GWh,0,Coal,Rail
S12000034,2010,Count,GWh,0,Coal,Rail
S12000034,2007,Count,GWh,0,Coal,Rail
S12000034,2007,Count,GWh,20.500181101,Petroleum Products,Rail
S12000034,2006,Count,GWh,18.210282098,Petroleum Products,Rail
S12000014,2016,Count,GWh,46.531173581,Petroleum Products,Rail
S12000034,2008,Count,GWh,0,Coal,Rail
S12000033,2009,Count,GWh,6.8596195326,Petroleum Products,Rail
S12000033,2010,Count,GWh,0,Coal,Rail
S12000014,2014,Count,GWh,0.3729505376,Coal,Rail
S12000033,2011,Count,GWh,0,Coal,Rail
S12000033,2011,Count,GWh,6.7865138178,Petroleum Products,Rail
S12000033,2010,Count,GWh,6.8798095847,Petroleum Products,Rail
S12000033,2007,Count,GWh,6.7225117995,Petroleum Products,Rail
S12000033,2008,Count,GWh,0,Coal,Rail
S12000033,2007,Count,GWh,0,Coal,Rail
S12000033,2009,Count,GWh,0,Coal,Rail
S12000033,2008,Count,GWh,6.8301050116,Petroleum Products,Rail
S12000033,2014,Count,GWh,7.0283580628,Petroleum Products,Rail
S12000014,2015,Count,GWh,0.3729505376,Coal,Rail
S12000033,2014,Count,GWh,0,Coal,Rail
S12000033,2015,Count,GWh,7.0073956973,Petroleum Products,Rail
S12000033,2015,Count,GWh,0,Coal,Rail
S12000033,2012,Count,GWh,0,Coal,Rail
S12000033,2012,Count,GWh,6.8626175256,Petroleum Products,Rail
S12000014,2014,Count,GWh,46.929004073,Petroleum Products,Rail
S12000033,2013,Count,GWh,6.8667705521,Petroleum Products,Rail
S12000033,2013,Count,GWh,0,Coal,Rail
S12000035,2008,Count,GWh,5.6569496723,Petroleum Products,Rail
S12000035,2009,Count,GWh,0,Coal,Rail
S12000035,2008,Count,GWh,0,Coal,Rail
S12000017,2005,Count,GWh,30.975913894,Petroleum Products,Rail
S12000035,2010,Count,GWh,0,Coal,Rail
S12000035,2009,Count,GWh,5.6194126146,Petroleum Products,Rail
S12000035,2006,Count,GWh,5.1153383626,Petroleum Products,Rail
S12000035,2007,Count,GWh,0,Coal,Rail
S12000035,2006,Count,GWh,0,Coal,Rail
S12000017,2005,Count,GWh,0.7752629525,Coal,Rail
S12000035,2007,Count,GWh,5.7104018385,Petroleum Products,Rail
S12000035,2013,Count,GWh,0,Coal,Rail
S12000035,2013,Count,GWh,5.8299385489,Petroleum Products,Rail
S12000017,2006,Count,GWh,3.6437358474,Coal,Rail
S12000035,2014,Count,GWh,5.9030292145,Petroleum Products,Rail
S12000035,2015,Count,GWh,0,Coal,Rail
S12000035,2014,Count,GWh,0,Coal,Rail
S12000035,2011,Count,GWh,0,Coal,Rail
S12000035,2011,Count,GWh,5.6053483276,Petroleum Products,Rail
S12000035,2010,Count,GWh,5.6309740906,Petroleum Products,Rail
S12000035,2012,Count,GWh,5.8118166829,Petroleum Products,Rail
S12000035,2012,Count,GWh,0,Coal,Rail
S12000034,2013,Count,GWh,21.121549578,Petroleum Products,Rail
S12000034,2014,Count,GWh,0,Coal,Rail
S12000014,2017,Count,GWh,46.016748838,Petroleum Products,Rail
S12000034,2015,Count,GWh,0,Coal,Rail
S12000034,2015,Count,GWh,21.531472886,Petroleum Products,Rail
S12000034,2014,Count,GWh,21.600700275,Petroleum Products,Rail
S12000034,2011,Count,GWh,20.639982645,Petroleum Products,Rail
S12000034,2012,Count,GWh,0,Coal,Rail
S12000014,2017,Count,GWh,0.4288255235,Coal,Rail
S12000034,2013,Count,GWh,0,Coal,Rail
S12000034,2012,Count,GWh,20.887604592,Petroleum Products,Rail
S12000034,2018,Count,GWh,19.993243543,Petroleum Products,Rail
S12000014,2018,Count,GWh,42.722911403,Petroleum Products,Rail
S12000034,2018,Count,GWh,0,Coal,Rail
S12000035,2005,Count,GWh,5.198403207,Petroleum Products,Rail
S12000035,2005,Count,GWh,0,Coal,Rail
S12000014,2018,Count,GWh,0.4288255235,Coal,Rail
S12000034,2016,Count,GWh,21.515694663,Petroleum Products,Rail
S12000034,2016,Count,GWh,0,Coal,Rail
S12000034,2017,Count,GWh,21.298367016,Petroleum Products,Rail
S12000034,2017,Count,GWh,0,Coal,Rail
S12000029,2010,Count,GWh,12.247205833,Petroleum Products,Rail
S12000029,2011,Count,GWh,0,Coal,Rail
S12000029,2010,Count,GWh,0,Coal,Rail
S12000029,2011,Count,GWh,12.157580296,Petroleum Products,Rail
S12000029,2012,Count,GWh,0,Coal,Rail
S12000014,2009,Count,GWh,0.5367177313,Coal,Rail
S12000014,2008,Count,GWh,45.177961197,Petroleum Products,Rail
S12000029,2008,Count,GWh,12.259885336,Petroleum Products,Rail
S12000029,2008,Count,GWh,0,Coal,Rail
S12000029,2009,Count,GWh,12.275520091,Petroleum Products,Rail
S12000029,2009,Count,GWh,0,Coal,Rail
S12000029,2015,Count,GWh,0,Coal,Rail
S12000029,2015,Count,GWh,12.747993877,Petroleum Products,Rail
